pitch,vel,dur,db(lab),db(audi),duration(lab),duration(audi),db(lab) - db(audi),dur(lab) - dur(audi)
31,17,1,52.891926,60.62249,0.12,0.72,-7.730564,-0.6
32,17,1,47.626057,57.592163,0.11,0.11,-9.966106,0
33,17,1,60.75469,52.06728,1,0.11,8.68741,0.89
34,17,1,63.05819,56.89407,1.08,0.12,6.16412,0.96
35,17,1,58.356483,58.85663,0.68,0.46,-0.500147,0.22
36,17,1,58.289684,42.401165,0.44,0.11,15.888519,0.33
37,17,1,56.6394,58.095078,0.12,0.71,-1.455678,-0.59
38,17,1,53.261585,54.95835,0.12,0.15,-1.696765,-0.03
39,17,1,57.83496,55.44964,0.77,0.24,2.38532,0.53
40,17,1,62.525375,49.769276,0.76,0.11,12.756099,0.65
41,17,1,60.247055,48.856415,1.09,0.11,11.39064,0.98
42,17,1,55.269154,55.850895,0.72,0.51,-0.581741,0.21
43,17,1,60.0987,51.39834,0.66,0.11,8.70036,0.55
44,17,1,57.049675,56.553123,0.51,0.44,0.496552,0.07
45,17,1,59.969406,58.953625,0.77,0.11,1.015781,0.66
46,17,1,55.409153,52.442413,0.28,0.11,2.96674,0.17
47,17,1,58.63863,53.959644,0.7,0.38,4.678986,0.32
48,17,1,57.1167,57.345284,0.35,0.74,-0.228584,-0.39
49,17,1,58.54703,50.98914,0.48,0.12,7.55789,0.36
50,17,1,57.99303,59.03741,0.35,0.54,-1.04438,-0.19
51,17,1,65.45109,58.585308,0.74,0.57,6.865782,0.17
52,17,1,68.2847,59.175518,0.95,0.55,9.109182,0.4
53,17,1,68.0482,59.555786,1.08,0.24,8.492414,0.84
54,17,1,64.079895,55.451996,1.04,0.76,8.627899,0.28
55,17,1,68.27394,61.115025,0.81,0.76,7.158915,0.05
56,17,1,63.959812,57.36415,0.5,1,6.595662,-0.5
57,17,1,61.677917,62.80241,0.47,0.62,-1.124493,-0.15
58,17,1,57.480595,54.980537,0.6,0.53,2.500058,0.07
59,17,1,55.174942,57.02915,0.13,0.39,-1.854208,-0.26
60,17,1,56.096447,57.07594,0.31,0.22,-0.979493,0.09
61,17,1,59.809338,52.755165,0.37,0.25,7.054173,0.12
62,17,1,60.95767,56.427074,0.71,0.3,4.530596,0.41
63,17,1,62.976295,46.85504,0.55,0.11,16.121255,0.44
64,17,1,63.109917,50.666393,0.52,0.11,12.443524,0.41
65,17,1,59.999344,51.3469,0.42,0.11,8.652444,0.31
66,17,1,54.892025,51.05709,0.21,0.11,3.834935,0.1
67,17,1,60.117584,48.87993,0.69,0.11,11.237654,0.58
68,17,1,58.700237,40.1396,0.62,0.11,18.560637,0.51
69,17,1,56.951283,52.06656,0.29,0.11,4.884723,0.18
70,17,1,53.59108,45.80624,0.12,0.11,7.78484,0.01
71,17,1,58.12954,54.443962,0.41,0.32,3.685578,0.09
72,17,1,61.180653,49.44271,0.57,0.11,11.737943,0.46
73,17,1,62.70244,60.466248,0.38,0.11,2.236192,0.27
74,17,1,64.568954,52.806767,0.6,0.16,11.762187,0.44
75,17,1,55.712185,55.836945,0.49,0.26,-0.12476,0.23
76,17,1,49.87342,55.54515,0.12,0.11,-5.67173,0.01
77,17,1,55.27731,57.14145,0.22,0.14,-1.86414,0.08
78,17,1,49.95138,51.71919,0.12,0.23,-1.76781,-0.11
79,17,1,50.933914,51.024727,0.27,0.14,-0.090813,0.13
80,17,1,52.09637,55.700737,0.21,0.11,-3.604367,0.1
81,17,1,54.11586,52.35209,0.28,0.11,1.76377,0.17
82,17,1,50.69023,42.330593,0.11,0.11,8.359637,0
83,17,1,50.2806,51.84248,0.11,0.11,-1.56188,0
84,17,1,51.16778,47.927467,0.11,0.11,3.240313,0
85,17,1,49.2958,51.2032,0.11,0.11,-1.9074,0
86,17,1,51.165825,44.509613,0.11,0.11,6.656212,0
87,17,1,47.123455,45.715843,0.11,0.11,1.407612,0
88,17,1,44.632904,47.289978,0.11,0.11,-2.657074,0
89,17,1,46.205322,43.358948,0.11,0.11,2.846374,0
90,17,1,49.99431,50.505074,0.11,0.11,-0.510764,0
91,17,1,47.43204,54.277428,0.11,0.11,-6.845388,0
92,17,1,49.81431,49.868572,0.11,0.11,-0.054262,0
93,17,1,52.116337,50.017857,0.11,0.11,2.09848,0
94,17,1,49.63294,51.96087,0.11,0.11,-2.32793,0
95,17,1,47.397655,50.45413,0.11,0.11,-3.056475,0
96,17,1,48.350033,55.389282,0.11,0.11,-7.039249,0
97,17,1,50.94965,56.97062,0.11,0.11,-6.02097,0
98,17,1,49.620094,56.710785,0.11,0.11,-7.090691,0
99,17,1,50.966278,56.382294,0.11,0.11,-5.416016,0
100,17,1,46.83491,51.18009,0.11,0.11,-4.34518,0
101,17,1,50.621212,54.338478,0.11,0.11,-3.717266,0
102,17,1,49.690006,51.846355,0.11,0.11,-2.156349,0
103,17,1,47.48021,51.069016,0.11,0.11,-3.588806,0
104,17,1,48.98063,52.808502,0.11,0.11,-3.827872,0
105,17,1,50.098114,53.823036,0.11,0.11,-3.724922,0
106,17,1,49.822716,52.738422,0.11,0.11,-2.915706,0
107,17,1,48.496914,54.167793,0.11,0.11,-5.670879,0
108,17,1,48.153446,53.019066,0.11,0.11,-4.86562,0
21,25,0.1,61.015472,59.84688,0.29,0.14,1.168592,0.15
22,25,0.1,58.680313,60.304287,0.18,0.15,-1.623974,0.03
23,25,0.1,61.75646,61.241417,0.22,0.15,0.515043,0.07
24,25,0.1,63.481453,62.861057,0.28,0.15,0.620396,0.13
25,25,0.1,61.680424,61.0165,0.3,0.14,0.663924,0.16
26,25,0.1,60.061283,60.741898,0.24,0.17,-0.680615,0.07
27,25,0.1,61.47459,61.889275,0.32,0.12,-0.414685,0.2
28,25,0.1,64.17999,61.276314,0.26,0.14,2.903676,0.12
29,25,0.1,62.119415,57.854214,0.19,0.11,4.265201,0.08
30,25,0.1,59.638935,61.642998,0.22,0.17,-2.004063,0.05
31,25,0.1,58.267654,64.10181,0.21,0.16,-5.834156,0.05
32,25,0.1,60.092583,64.68884,0.22,0.15,-4.596257,0.07
33,25,0.1,63.89503,61.148308,0.29,0.14,2.746722,0.15
34,25,0.1,65.52158,62.124886,0.31,0.15,3.396694,0.16
35,25,0.1,62.59809,61.864384,0.23,0.11,0.733706,0.12
36,25,0.1,55.21869,60.174973,0.21,0.11,-4.956283,0.1
37,25,0.1,60.7292,62.02395,0.23,0.16,-1.29475,0.07
38,25,0.1,59.850586,60.34103,0.19,0.13,-0.490444,0.06
39,25,0.1,61.615837,60.77133,0.24,0.14,0.844507,0.1
40,25,0.1,65.89679,58.521164,0.28,0.13,7.375626,0.15
41,25,0.1,63.564667,59.522415,0.25,0.13,4.042252,0.12
42,25,0.1,59.44291,60.430088,0.2,0.15,-0.987178,0.05
43,25,0.1,64.06766,60.10869,0.21,0.14,3.95897,0.07
44,25,0.1,61.784737,63.85659,0.24,0.15,-2.071853,0.09
45,25,0.1,64.04907,59.356594,0.24,0.13,4.692476,0.11
46,25,0.1,61.707718,56.332874,0.26,0.11,5.374844,0.15
47,25,0.1,61.317013,60.069645,0.23,0.15,1.247368,0.08
48,25,0.1,61.210243,61.80424,0.22,0.16,-0.593997,0.06
49,25,0.1,63.694218,60.19244,0.24,0.11,3.501778,0.13
50,25,0.1,62.274467,62.452477,0.25,0.14,-0.17801,0.11
51,25,0.1,68.217926,62.111946,0.33,0.14,6.10598,0.19
52,25,0.1,71.19126,64.14986,0.27,0.15,7.0414,0.12
53,25,0.1,71.614426,60.53894,0.24,0.11,11.075486,0.13
54,25,0.1,67.18686,60.612553,0.27,0.16,6.574307,0.11
55,25,0.1,71.101204,61.431877,0.38,0.12,9.669327,0.26
56,25,0.1,66.14873,60.04317,0.26,0.13,6.10556,0.13
57,25,0.1,65.50984,63.181797,0.2,0.14,2.328043,0.06
58,25,0.1,60.87022,60.981285,0.23,0.15,-0.111065,0.08
59,25,0.1,58.764305,60.297424,0.31,0.14,-1.533119,0.17
60,25,0.1,58.94629,60.1614,0.26,0.13,-1.21511,0.13
61,25,0.1,63.916958,58.99045,0.27,0.14,4.926508,0.13
62,25,0.1,63.27381,57.901825,0.26,0.13,5.371985,0.13
63,25,0.1,65.609924,50.663517,0.24,0.11,14.946407,0.13
64,25,0.1,66.32219,55.394253,0.28,0.11,10.927937,0.17
65,25,0.1,62.407394,55.67945,0.23,0.15,6.727944,0.08
66,25,0.1,58.209793,58.603775,0.24,0.16,-0.393982,0.08
67,25,0.1,63.297707,53.688705,0.24,0.19,9.609002,0.05
68,25,0.1,63.931847,48.387657,0.27,0.11,15.54419,0.16
69,25,0.1,60.20004,56.961117,0.23,0.2,3.238923,0.03
70,25,0.1,58.50336,53.78852,0.12,0.16,4.71484,-0.04
71,25,0.1,59.158768,57.687992,0.22,0.14,1.470776,0.08
72,25,0.1,63.219578,57.32547,0.25,0.12,5.894108,0.13
73,25,0.1,65.34533,58.314857,0.26,0.15,7.030473,0.11
74,25,0.1,66.80349,57.322502,0.27,0.15,9.480988,0.12
75,25,0.1,58.78276,60.0493,0.23,0.23,-1.26654,0
76,25,0.1,54.1872,57.117188,0.24,0.11,-2.929988,0.13
77,25,0.1,56.969456,57.036915,0.26,0.2,-0.067459,0.06
78,25,0.1,52.458614,56.61251,0.23,0.18,-4.153896,0.05
79,25,0.1,55.076687,56.362667,0.27,0.14,-1.28598,0.13
80,25,0.1,54.385525,52.635353,0.23,0.15,1.750172,0.08
81,25,0.1,56.050827,51.391815,0.25,0.11,4.659012,0.14
82,25,0.1,54.157036,52.792095,0.11,0.14,1.364941,-0.03
83,25,0.1,52.130478,56.32218,0.11,0.13,-4.191702,-0.02
84,25,0.1,52.586823,47.72702,0.11,0.11,4.859803,0
85,25,0.1,51.93037,48.70639,0.11,0.11,3.22398,0
86,25,0.1,53.287598,50.235348,0.11,0.13,3.05225,-0.02
87,25,0.1,49.21036,49.22024,0.11,0.11,-0.00988,0
88,25,0.1,48.980682,50.4757,0.11,0.11,-1.495018,0
89,25,0.1,49.40623,47.353592,0.11,0.11,2.052638,0
90,25,0.1,47.997135,52.791046,0.11,0.11,-4.793911,0
91,25,0.1,46.759827,53.053467,0.11,0.11,-6.29364,0
92,25,0.1,51.55735,51.91246,0.11,0.11,-0.35511,0
93,25,0.1,52.329163,49.394188,0.11,0.11,2.934975,0
94,25,0.1,49.215687,52.87968,0.11,0.11,-3.663993,0
95,25,0.1,49.277138,49.966263,0.11,0.11,-0.689125,0
96,25,0.1,48.8842,54.482414,0.11,0.11,-5.598214,0
97,25,0.1,49.910744,56.826546,0.11,0.11,-6.915802,0
98,25,0.1,50.205994,57.00437,0.11,0.11,-6.798376,0
99,25,0.1,50.49631,56.623318,0.11,0.11,-6.127008,0
100,25,0.1,51.210335,56.115284,0.11,0.11,-4.904949,0
101,25,0.1,49.256798,54.000553,0.11,0.11,-4.743755,0
102,25,0.1,51.47553,53.749344,0.11,0.11,-2.273814,0
103,25,0.1,49.53246,51.68283,0.11,0.11,-2.15037,0
104,25,0.1,51.568604,52.68934,0.11,0.11,-1.120736,0
105,25,0.1,51.037395,53.381935,0.11,0.11,-2.34454,0
106,25,0.1,49.66933,53.05259,0.11,0.11,-3.38326,0
107,25,0.1,49.741924,53.918938,0.11,0.11,-4.177014,0
108,25,0.1,47.97028,53.287704,0.11,0.11,-5.317424,0
21,25,0.3,61.89805,60.530655,0.52,0.35,1.367395,0.17
22,25,0.3,62.981087,60.925373,0.51,0.13,2.055714,0.38
23,25,0.3,60.143307,60.745407,0.45,0.25,-0.6021,0.2
24,25,0.3,64.52879,62.612778,0.43,0.38,1.916012,0.05
25,25,0.3,62.648323,60.0679,0.47,0.22,2.580423,0.25
26,25,0.3,58.96168,60.649174,0.43,0.38,-1.687494,0.05
27,25,0.3,61.0785,61.370956,0.42,0.37,-0.292456,0.05
28,25,0.3,63.780964,61.35949,0.46,0.35,2.421474,0.11
29,25,0.3,62.918617,57.980953,0.41,0.11,4.937664,0.3
30,25,0.3,61.08919,61.704052,0.43,0.38,-0.614862,0.05
31,25,0.3,62.69866,64.26134,0.54,0.37,-1.56268,0.17
32,25,0.3,63.415146,65.030014,0.43,0.37,-1.614868,0.06
33,25,0.3,64.18737,60.85885,0.43,0.36,3.32852,0.07
34,25,0.3,64.76277,61.74511,0.54,0.37,3.01766,0.17
35,25,0.3,61.505615,62.132046,0.42,0.35,-0.626431,0.07
36,25,0.3,63.29002,59.546562,0.39,0.32,3.743458,0.07
37,25,0.3,61.19147,62.674393,0.26,0.38,-1.482923,-0.12
38,25,0.3,59.59844,60.410824,0.4,0.33,-0.812384,0.07
39,25,0.3,62.499462,60.55459,0.44,0.35,1.944872,0.09
40,25,0.3,66.594406,58.098927,0.44,0.34,8.495479,0.1
41,25,0.3,63.04025,59.616882,0.39,0.35,3.423368,0.04
42,25,0.3,60.617218,60.60501,0.42,0.38,0.012208,0.04
43,25,0.3,63.762836,59.880943,0.5,0.34,3.881893,0.16
44,25,0.3,62.48761,63.107628,0.42,0.38,-0.620018,0.04
45,25,0.3,63.787354,59.02354,0.39,0.34,4.763814,0.05
46,25,0.3,62.141632,55.95119,0.38,0.32,6.190442,0.06
47,25,0.3,60.878807,60.42042,0.44,0.33,0.458387,0.11
48,25,0.3,60.994953,62.679382,0.4,0.36,-1.684429,0.04
49,25,0.3,62.69262,60.735245,0.4,0.31,1.957375,0.09
50,25,0.3,62.124367,62.8073,0.39,0.35,-0.682933,0.04
51,25,0.3,68.51143,62.261635,0.48,0.34,6.249795,0.14
52,25,0.3,70.849724,64.05399,0.41,0.33,6.795734,0.08
53,25,0.3,71.09278,59.648254,0.43,0.33,11.444526,0.1
54,25,0.3,66.83159,60.755623,0.41,0.35,6.075967,0.06
55,25,0.3,70.779396,61.453297,0.5,0.34,9.326099,0.16
56,25,0.3,66.29311,61.38257,0.39,0.33,4.91054,0.06
57,25,0.3,66.00437,62.33889,0.4,0.32,3.66548,0.08
58,25,0.3,62.279686,61.063812,0.42,0.35,1.215874,0.07
59,25,0.3,58.567116,59.944817,0.5,0.35,-1.377701,0.15
60,25,0.3,59.280296,60.636032,0.41,0.33,-1.355736,0.08
61,25,0.3,63.800575,58.665928,0.44,0.34,5.134647,0.1
62,25,0.3,62.9244,57.76976,0.46,0.32,5.15464,0.14
63,25,0.3,65.46731,52.95468,0.44,0.11,12.51263,0.33
64,25,0.3,65.949425,53.974483,0.42,0.19,11.974942,0.23
65,25,0.3,62.244118,53.029152,0.4,0.18,9.214966,0.22
66,25,0.3,59.016285,58.338715,0.3,0.32,0.67757,-0.02
67,25,0.3,63.459717,52.04367,0.44,0.28,11.416047,0.16
68,25,0.3,63.301003,47.122208,0.45,0.11,16.178795,0.34
69,25,0.3,58.68672,56.6607,0.34,0.11,2.02602,0.23
70,25,0.3,56.39244,54.610775,0.12,0.11,1.781665,0.01
71,25,0.3,59.853016,57.876953,0.42,0.33,1.976063,0.09
72,25,0.3,62.900753,56.82118,0.44,0.23,6.079573,0.21
73,25,0.3,64.96925,58.065044,0.41,0.13,6.904206,0.28
74,25,0.3,67.37047,57.797916,0.45,0.35,9.572554,0.1
75,25,0.3,58.532852,59.95394,0.41,0.34,-1.421088,0.07
76,25,0.3,54.822178,56.295486,0.31,0.11,-1.473308,0.2
77,25,0.3,57.248096,56.814884,0.25,0.22,0.433212,0.03
78,25,0.3,53.02645,56.70413,0.31,0.34,-3.67768,-0.03
79,25,0.3,52.738556,54.320145,0.28,0.17,-1.581589,0.11
80,25,0.3,53.498947,53.01466,0.25,0.25,0.484287,0
81,25,0.3,55.107395,52.263443,0.29,0.11,2.843952,0.18
82,25,0.3,53.837833,53.36985,0.11,0.14,0.467983,-0.03
83,25,0.3,51.007328,56.52457,0.11,0.15,-5.517242,-0.04
84,25,0.3,49.865578,47.746124,0.11,0.11,2.119454,0
85,25,0.3,53.480263,50.88274,0.11,0.11,2.597523,0
86,25,0.3,51.634064,49.84487,0.11,0.12,1.789194,-0.01
87,25,0.3,48.97695,49.713005,0.11,0.11,-0.736055,0
88,25,0.3,47.611435,51.46129,0.11,0.11,-3.849855,0
89,25,0.3,50.77122,46.99439,0.11,0.11,3.77683,0
90,25,0.3,49.211483,52.077293,0.11,0.11,-2.86581,0
91,25,0.3,50.15564,53.340233,0.11,0.11,-3.184593,0
92,25,0.3,50.79827,51.58426,0.11,0.11,-0.78599,0
93,25,0.3,50.95602,49.807835,0.11,0.11,1.148185,0
94,25,0.3,51.182533,51.299423,0.11,0.11,-0.11689,0
95,25,0.3,47.696804,51.078205,0.11,0.11,-3.381401,0
96,25,0.3,49.14282,54.70889,0.11,0.11,-5.56607,0
97,25,0.3,51.327686,57.0073,0.11,0.11,-5.679614,0
98,25,0.3,52.024937,57.0317,0.11,0.11,-5.006763,0
99,25,0.3,49.901226,56.297188,0.11,0.11,-6.395962,0
100,25,0.3,51.82774,55.6129,0.11,0.11,-3.78516,0
101,25,0.3,47.91849,54.427956,0.11,0.11,-6.509466,0
102,25,0.3,51.539917,53.243626,0.11,0.11,-1.703709,0
103,25,0.3,51.435402,51.572437,0.11,0.11,-0.137035,0
104,25,0.3,50.859837,53.73303,0.11,0.11,-2.873193,0
105,25,0.3,49.39707,53.92151,0.11,0.11,-4.52444,0
106,25,0.3,49.975117,50.558437,0.11,0.11,-0.58332,0
107,25,0.3,49.39699,54.0888,0.11,0.11,-4.69181,0
108,25,0.3,47.41868,54.020893,0.11,0.11,-6.602213,0
21,25,0.7,61.917805,59.711258,0.81,0.39,2.206547,0.42
22,25,0.7,62.578987,60.47142,0.89,0.13,2.107567,0.76
23,25,0.7,60.664474,61.517807,0.72,0.24,-0.853333,0.48
24,25,0.7,64.27423,63.01363,0.88,0.45,1.2606,0.43
25,25,0.7,62.07234,60.30101,0.84,0.22,1.77133,0.62
26,25,0.7,58.46757,60.554996,0.76,0.7,-2.087426,0.06
27,25,0.7,61.130753,61.580082,0.61,0.38,-0.449329,0.23
28,25,0.7,63.712914,61.88852,0.8,0.73,1.824394,0.07
29,25,0.7,63.18679,57.669537,0.83,0.16,5.517253,0.67
30,25,0.7,61.56549,62.00889,0.86,0.73,-0.4434,0.13
31,25,0.7,62.995773,64.171684,0.84,0.72,-1.175911,0.12
32,25,0.7,62.59276,64.45909,0.79,0.72,-1.86633,0.07
33,25,0.7,64.40194,61.020096,0.77,0.71,3.381844,0.06
34,25,0.7,63.44107,61.51202,0.8,0.71,1.92905,0.09
35,25,0.7,62.19541,61.52315,0.79,0.72,0.67226,0.07
36,25,0.7,63.298454,59.74344,0.48,0.73,3.555014,-0.25
37,25,0.7,60.886715,62.757965,0.29,0.76,-1.87125,-0.47
38,25,0.7,60.0729,60.07489,0.76,0.61,-0.00199,0.15
39,25,0.7,62.28932,60.739002,0.81,0.38,1.550318,0.43
40,25,0.7,66.668274,58.21952,0.78,0.72,8.448754,0.06
41,25,0.7,62.06922,59.96333,0.8,0.66,2.10589,0.14
42,25,0.7,59.998722,60.504086,0.81,0.73,-0.505364,0.08
43,25,0.7,63.29899,59.200375,0.8,0.72,4.098615,0.08
44,25,0.7,62.785225,63.728943,0.78,0.74,-0.943718,0.04
45,25,0.7,64.255035,59.06852,0.8,0.6,5.186515,0.2
46,25,0.7,61.275692,55.35376,0.51,0.57,5.921932,-0.06
47,25,0.7,61.521736,59.915054,0.78,0.69,1.606682,0.09
48,25,0.7,60.474373,62.744892,0.62,0.71,-2.270519,-0.09
49,25,0.7,63.370674,60.47101,0.71,0.72,2.899664,-0.01
50,25,0.7,63.22458,62.99997,0.57,0.7,0.22461,-0.13
51,25,0.7,68.297935,62.6941,0.76,0.72,5.603835,0.04
52,25,0.7,71.3509,63.540455,0.8,0.7,7.810445,0.1
53,25,0.7,71.50342,59.73638,0.8,0.52,11.76704,0.28
54,25,0.7,67.258736,59.985588,0.79,0.73,7.273148,0.06
55,25,0.7,70.9084,60.85547,0.77,0.72,10.05293,0.05
56,25,0.7,66.587395,60.23161,0.73,0.72,6.355785,0.01
57,25,0.7,66.31218,63.192593,0.59,0.72,3.119587,-0.13
58,25,0.7,61.208637,60.895374,0.81,0.73,0.313263,0.08
59,25,0.7,58.875713,60.04907,0.78,0.64,-1.173357,0.14
60,25,0.7,58.857857,60.679398,0.4,0.39,-1.821541,0.01
61,25,0.7,63.910633,58.10617,0.46,0.42,5.804463,0.04
62,25,0.7,63.176155,57.01738,0.82,0.46,6.158775,0.36
63,25,0.7,65.19475,52.492218,0.61,0.11,12.702532,0.5
64,25,0.7,65.887146,53.717842,0.56,0.19,12.169304,0.37
65,25,0.7,62.123257,53.363346,0.54,0.18,8.759911,0.36
66,25,0.7,57.807198,58.26536,0.3,0.33,-0.458162,-0.03
67,25,0.7,63.478203,53.47972,0.78,0.29,9.998483,0.49
68,25,0.7,63.993603,47.213837,0.81,0.11,16.779766,0.7
69,25,0.7,59.547623,55.375614,0.33,0.11,4.172009,0.22
70,25,0.7,55.882416,53.700897,0.12,0.11,2.181519,0.01
71,25,0.7,59.8773,56.95871,0.48,0.41,2.91859,0.07
72,25,0.7,63.83018,57.816032,0.64,0.23,6.014148,0.41
73,25,0.7,65.36416,58.37857,0.41,0.13,6.98559,0.28
74,25,0.7,65.034874,56.157806,0.61,0.39,8.877068,0.22
75,25,0.7,58.500546,59.810745,0.58,0.34,-1.310199,0.24
76,25,0.7,53.832607,56.969757,0.33,0.11,-3.13715,0.22
77,25,0.7,57.087036,57.093925,0.25,0.22,-0.006889,0.03
78,25,0.7,53.15523,57.087887,0.3,0.34,-3.932657,-0.04
79,25,0.7,54.329884,54.971165,0.28,0.17,-0.641281,0.11
80,25,0.7,52.82749,52.648754,0.25,0.25,0.178736,0
81,25,0.7,55.721287,52.225258,0.29,0.11,3.496029,0.18
82,25,0.7,54.43994,52.971935,0.11,0.14,1.468005,-0.03
83,25,0.7,51.895447,55.816067,0.11,0.15,-3.92062,-0.04
84,25,0.7,52.30403,48.243313,0.11,0.11,4.060717,0
85,25,0.7,51.491936,49.51484,0.11,0.11,1.977096,0
86,25,0.7,50.790146,50.907166,0.11,0.12,-0.11702,-0.01
87,25,0.7,47.593693,49.520023,0.11,0.11,-1.92633,0
88,25,0.7,45.742054,51.727314,0.11,0.11,-5.98526,0
89,25,0.7,51.530663,47.27002,0.11,0.11,4.260643,0
90,25,0.7,47.809925,52.04811,0.11,0.11,-4.238185,0
91,25,0.7,46.509823,52.345318,0.11,0.11,-5.835495,0
92,25,0.7,50.74163,53.390182,0.11,0.11,-2.648552,0
93,25,0.7,52.44488,50.488056,0.11,0.11,1.956824,0
94,25,0.7,47.30117,51.376938,0.11,0.11,-4.075768,0
95,25,0.7,47.590298,51.069363,0.11,0.11,-3.479065,0
96,25,0.7,50.022152,54.957664,0.11,0.11,-4.935512,0
97,25,0.7,51.960243,56.95779,0.11,0.11,-4.997547,0
98,25,0.7,51.529762,56.791355,0.11,0.11,-5.261593,0
99,25,0.7,51.301655,56.552586,0.11,0.11,-5.250931,0
100,25,0.7,50.080746,55.174576,0.11,0.11,-5.09383,0
101,25,0.7,49.748672,54.286255,0.11,0.11,-4.537583,0
102,25,0.7,50.719288,52.52284,0.11,0.11,-1.803552,0
103,25,0.7,50.223625,52.788536,0.11,0.11,-2.564911,0
104,25,0.7,51.241787,52.371273,0.11,0.11,-1.129486,0
105,25,0.7,50.97491,54.215496,0.11,0.11,-3.240586,0
106,25,0.7,50.391556,52.790627,0.11,0.11,-2.399071,0
107,25,0.7,51.39547,53.993546,0.11,0.11,-2.598076,0
108,25,0.7,47.16797,52.78445,0.11,0.11,-5.61648,0
21,25,1,60.44385,60.631767,0.96,0.39,-0.187917,0.57
22,25,1,57.89842,61.423893,0.73,0.13,-3.525473,0.6
23,25,1,61.210125,61.08595,1,0.18,0.124175,0.82
24,25,1,64.077805,62.560635,1.16,0.48,1.51717,0.68
25,25,1,62.181755,60.525608,1.13,0.22,1.656147,0.91
26,25,1,56.462284,60.38899,0.7,0.7,-3.926706,0
27,25,1,60.80059,61.497295,0.61,0.33,-0.696705,0.28
28,25,1,63.56755,61.906723,1.03,1.01,1.660827,0.02
29,25,1,62.655758,57.560577,1.11,0.16,5.095181,0.95
30,25,1,60.582245,61.83997,1.01,1.03,-1.257725,-0.02
31,25,1,58.372536,64.225334,0.85,1.01,-5.852798,-0.16
32,25,1,58.776043,64.64261,1.06,0.97,-5.866567,0.09
33,25,1,63.977844,61.38345,1.06,0.95,2.594394,0.11
34,25,1,65.46231,61.95521,1.07,0.84,3.5071,0.23
35,25,1,62.4327,62.090286,0.85,1.01,0.342414,-0.16
36,25,1,64.06352,59.77649,0.51,0.76,4.28703,-0.25
37,25,1,61.106293,63.279102,0.32,1.04,-2.172809,-0.72
38,25,1,60.113747,59.650085,0.68,0.61,0.463662,0.07
39,25,1,62.16339,64.34343,1.09,0.38,-2.18004,0.71
40,25,1,66.39046,58.620193,0.9,0.85,7.770267,0.05
41,25,1,62.83526,61.743843,1.11,0.66,1.091417,0.45
42,25,1,60.71181,60.559902,1.09,0.9,0.151908,0.19
43,25,1,63.501545,59.680393,0.82,0.71,3.821152,0.11
44,25,1,63.145725,63.32642,0.78,0.78,-0.180695,0
45,25,1,64.0992,62.0438,0.99,0.65,2.0554,0.34
46,25,1,61.26211,55.88932,0.52,0.65,5.37279,-0.13
47,25,1,61.25523,60.192673,0.86,0.97,1.062557,-0.11
48,25,1,60.408844,62.674812,0.58,1.01,-2.265968,-0.43
49,25,1,62.60653,62.861195,0.76,0.95,-0.254665,-0.19
50,25,1,61.66059,62.55091,0.58,0.72,-0.89032,-0.14
51,25,1,68.50729,61.97874,0.91,0.99,6.52855,-0.08
52,25,1,71.08133,63.97059,1.08,0.94,7.11074,0.14
53,25,1,71.79639,60.457516,1.08,0.52,11.338874,0.56
54,25,1,66.61722,60.460762,1.09,1.02,6.156458,0.07
55,25,1,70.87545,63.41721,0.89,1.02,7.45824,-0.13
56,25,1,66.78213,61.39821,0.71,1.02,5.38392,-0.31
57,25,1,66.08079,65.627045,0.59,0.98,0.453745,-0.39
58,25,1,60.278126,61.390743,0.88,0.86,-1.112617,0.02
59,25,1,58.30894,60.917892,0.79,0.63,-2.608952,0.16
60,25,1,59.54522,60.991238,0.42,0.38,-1.446018,0.04
61,25,1,64.299164,58.201004,0.46,0.42,6.09816,0.04
62,25,1,63.59143,58.301353,0.91,0.48,5.290077,0.43
63,25,1,65.05255,51.866554,0.59,0.11,13.185996,0.48
64,25,1,65.892624,55.02405,0.59,0.19,10.868574,0.4
65,25,1,62.188385,56.24652,0.52,0.18,5.941865,0.34
66,25,1,58.41764,58.966003,0.3,0.34,-0.548363,-0.04
67,25,1,63.444748,52.438755,0.8,0.29,11.005993,0.51
68,25,1,64.48772,51.506744,1.12,0.11,12.980976,1.01
69,25,1,59.517918,56.692677,0.34,0.11,2.825241,0.23
70,25,1,56.430916,51.873283,0.12,0.11,4.557633,0.01
71,25,1,59.525757,58.583508,0.47,0.41,0.942249,0.06
72,25,1,63.00261,57.674023,0.65,0.23,5.328587,0.42
73,25,1,64.82715,59.07365,0.41,0.13,5.7535,0.28
74,25,1,66.27418,58.871086,0.62,0.39,7.403094,0.23
75,25,1,57.78795,59.495617,0.6,0.34,-1.707667,0.26
76,25,1,53.714394,59.015015,0.33,0.11,-5.300621,0.22
77,25,1,56.67719,59.244392,0.25,0.22,-2.567202,0.03
78,25,1,53.195236,56.745483,0.29,0.33,-3.550247,-0.04
79,25,1,53.59045,55.690254,0.28,0.16,-2.099804,0.12
80,25,1,54.201477,55.60298,0.25,0.25,-1.401503,0
81,25,1,56.525116,52.16381,0.29,0.11,4.361306,0.18
82,25,1,53.9236,51.851257,0.11,0.13,2.072343,-0.02
83,25,1,52.735962,55.970703,0.11,0.15,-3.234741,-0.04
84,25,1,50.075344,49.74831,0.11,0.11,0.327034,0
