pitch,vel,dur,db(lab),db(audi),duration(lab),duration(audi),db(lab) - db(audi),dur(lab) - dur(audi)
82,97,1,80.08132,83.75481,0.47,1.09,-3.67349,-0.62
83,97,1,76.65954,83.05183,0.75,1.12,-6.39229,-0.37
84,97,1,73.66451,75.71369,0.55,0.66,-2.04918,-0.11
85,97,1,71.83527,77.523384,0.11,0.92,-5.688114,-0.81
86,97,1,72.1969,78.272064,0.11,0.62,-6.075164,-0.51
87,97,1,69.06056,74.76105,0.11,0.34,-5.70049,-0.23
88,97,1,73.353676,78.21489,0.11,0.57,-4.861214,-0.46
89,97,1,77.71678,74.59819,0.11,0.35,3.11859,-0.24
90,97,1,72.814514,78.677315,0.11,0.74,-5.862801,-0.63
91,97,1,73.7437,75.15385,0.11,0.31,-1.41015,-0.2
92,97,1,72.62409,76.560974,0.11,0.69,-3.936884,-0.58
93,97,1,74.992966,74.41071,0.11,0.59,0.582256,-0.48
94,97,1,70.6261,74.08524,0.11,0.32,-3.45914,-0.21
95,97,1,71.92631,71.03057,0.11,0.49,0.89574,-0.38
96,97,1,72.54701,77.670235,0.11,0.47,-5.123225,-0.36
97,97,1,70.887245,74.41922,0.11,0.21,-3.531975,-0.1
98,97,1,75.11054,71.80647,0.11,0.26,3.30407,-0.15
99,97,1,73.53899,74.376724,0.11,0.27,-0.837734,-0.16
100,97,1,74.9802,74.456665,0.11,0.3,0.523535,-0.19
101,97,1,71.80558,70.452934,0.11,0.21,1.352646,-0.1
102,97,1,73.95039,70.44581,0.11,0.19,3.50458,-0.08
103,97,1,71.26254,69.11048,0.11,0.17,2.15206,-0.06
104,97,1,71.805725,71.62391,0.11,0.16,0.181815,-0.05
105,97,1,72.96008,73.17235,0.11,0.22,-0.21227,-0.11
106,97,1,72.49616,71.39145,0.11,0.16,1.10471,-0.05
107,97,1,70.872284,73.25383,0.11,0.16,-2.381546,-0.05
108,97,1,67.48721,70.62894,0.11,0.15,-3.14173,-0.04
21,105,0.1,80.476974,77.42763,1.19,0.64,3.049344,0.55
22,105,0.1,79.72323,78.535255,1.15,0.64,1.187975,0.51
23,105,0.1,78.744484,79.29617,0.91,0.63,-0.551686,0.28
24,105,0.1,80.27564,77.60975,0.75,0.55,2.66589,0.2
25,105,0.1,80.7616,78.27622,0.79,0.61,2.48538,0.18
26,105,0.1,79.07409,77.854355,0.71,0.56,1.219735,0.15
27,105,0.1,80.51772,79.718155,0.76,0.59,0.799565,0.17
28,105,0.1,81.197624,80.08407,0.93,0.58,1.113554,0.35
29,105,0.1,77.728775,79.30849,0.79,0.57,-1.579715,0.22
30,105,0.1,78.47495,82.34009,0.75,0.58,-3.86514,0.17
31,105,0.1,80.86353,78.794464,0.77,0.63,2.069066,0.14
32,105,0.1,81.23564,82.64468,0.76,0.6,-1.40904,0.16
33,105,0.1,83.607155,82.38112,0.88,0.65,1.226035,0.23
34,105,0.1,84.77981,80.29693,0.64,0.6,4.48288,0.04
35,105,0.1,82.07906,81.37744,0.89,0.52,0.70162,0.37
36,105,0.1,81.584595,82.090675,0.88,0.55,-0.50608,0.33
37,105,0.1,82.482376,82.76633,0.68,0.54,-0.283954,0.14
38,105,0.1,82.34906,80.816025,0.78,0.48,1.533035,0.3
39,105,0.1,82.100204,79.21814,0.81,0.52,2.882064,0.29
40,105,0.1,85.26473,79.637764,0.85,0.5,5.626966,0.35
41,105,0.1,83.18745,81.95885,0.76,0.48,1.2286,0.28
42,105,0.1,80.021645,81.3524,0.65,0.45,-1.330755,0.2
43,105,0.1,85.85963,82.43985,0.63,0.47,3.41978,0.16
44,105,0.1,80.90071,82.62519,0.67,0.42,-1.72448,0.25
45,105,0.1,84.8805,78.91134,0.57,0.47,5.96916,0.1
46,105,0.1,82.30795,76.431725,0.56,0.42,5.876225,0.14
47,105,0.1,79.86757,81.97345,0.59,0.46,-2.10588,0.13
48,105,0.1,80.197014,80.871605,0.45,0.43,-0.674591,0.02
49,105,0.1,84.25849,83.404045,0.45,0.5,0.854445,-0.05
50,105,0.1,82.96406,81.65593,0.58,0.35,1.30813,0.23
51,105,0.1,88.282364,83.89616,0.78,0.36,4.386204,0.42
52,105,0.1,89.841835,84.125496,0.35,0.38,5.716339,-0.03
53,105,0.1,89.965744,81.92663,0.4,0.42,8.039114,-0.02
54,105,0.1,86.816986,78.40435,0.33,0.37,8.412636,-0.04
55,105,0.1,89.47762,82.21059,0.49,0.4,7.26703,0.09
56,105,0.1,85.566345,80.42526,0.43,0.37,5.141085,0.06
57,105,0.1,84.09602,82.88598,0.44,0.39,1.21004,0.05
58,105,0.1,80.28534,83.0095,0.45,0.42,-2.72416,0.03
59,105,0.1,79.63115,79.282814,0.51,0.49,0.348336,0.02
60,105,0.1,81.085915,78.68718,0.44,0.47,2.398735,-0.03
61,105,0.1,87.30763,80.57711,0.46,0.46,6.73052,0
62,105,0.1,84.25593,77.44409,0.44,0.34,6.81184,0.1
63,105,0.1,86.965065,76.920204,0.42,0.37,10.044861,0.05
64,105,0.1,85.82224,76.149704,0.57,0.37,9.672536,0.2
65,105,0.1,82.24913,78.02136,0.42,0.36,4.22777,0.06
66,105,0.1,80.69616,83.12346,0.41,0.43,-2.4273,-0.02
67,105,0.1,84.72354,78.40393,0.38,0.43,6.31961,-0.05
68,105,0.1,84.13347,75.068985,0.41,0.46,9.064485,-0.05
69,105,0.1,80.18274,79.413574,0.37,0.33,0.769166,0.04
70,105,0.1,78.24762,77.04186,0.37,0.41,1.20576,-0.04
71,105,0.1,83.15134,80.56487,0.39,0.44,2.58647,-0.05
72,105,0.1,84.8881,79.99297,0.42,0.37,4.89513,0.05
73,105,0.1,86.379295,80.62966,0.33,0.36,5.749635,-0.03
74,105,0.1,87.18227,78.90309,0.4,0.37,8.27918,0.03
75,105,0.1,83.21971,83.153625,0.35,0.41,0.066085,-0.06
76,105,0.1,79.19573,78.37343,0.34,0.49,0.8223,-0.15
77,105,0.1,79.99544,82.310844,0.41,0.46,-2.315404,-0.05
78,105,0.1,76.90966,83.81211,0.38,0.35,-6.90245,0.03
79,105,0.1,77.847824,81.58663,0.37,0.39,-3.738806,-0.02
80,105,0.1,81.9861,75.687386,0.33,0.34,6.298714,-0.01
81,105,0.1,81.91519,82.02045,0.35,0.36,-0.10526,-0.01
82,105,0.1,80.21881,85.23609,0.35,0.35,-5.01728,0
83,105,0.1,76.502426,83.83499,0.37,0.33,-7.332564,0.04
84,105,0.1,73.13577,75.57169,0.35,0.34,-2.43592,0.01
85,105,0.1,74.51056,77.607254,0.31,0.36,-3.096694,-0.05
86,105,0.1,71.754845,78.94125,0.11,0.28,-7.186405,-0.17
87,105,0.1,72.79215,76.76567,0.36,0.26,-3.97352,0.1
88,105,0.1,72.84219,76.62106,0.11,0.23,-3.77887,-0.12
89,105,0.1,78.635345,76.03009,0.11,0.43,2.605255,-0.32
90,105,0.1,73.11665,79.21736,0.11,0.74,-6.10071,-0.63
91,105,0.1,73.91695,75.09006,0.11,0.32,-1.17311,-0.21
92,105,0.1,73.04896,78.76186,0.11,0.75,-5.7129,-0.64
93,105,0.1,74.82622,74.48926,0.11,0.59,0.33696,-0.48
94,105,0.1,70.76072,74.51323,0.11,0.33,-3.75251,-0.22
95,105,0.1,73.10408,71.579796,0.11,0.5,1.524284,-0.39
96,105,0.1,73.202385,76.42285,0.11,0.47,-3.220465,-0.36
97,105,0.1,73.65181,74.5233,0.11,0.22,-0.87149,-0.11
98,105,0.1,74.61498,71.74028,0.11,0.28,2.8747,-0.17
99,105,0.1,72.837555,74.38814,0.11,0.28,-1.550585,-0.17
100,105,0.1,75.75667,73.82854,0.11,0.3,1.92813,-0.19
101,105,0.1,74.17161,70.418465,0.11,0.21,3.753145,-0.1
102,105,0.1,73.50009,71.014786,0.11,0.21,2.485304,-0.1
103,105,0.1,71.621925,71.42239,0.11,0.25,0.199535,-0.14
104,105,0.1,71.82997,72.44176,0.11,0.16,-0.61179,-0.05
105,105,0.1,71.562614,73.56918,0.11,0.21,-2.006566,-0.1
106,105,0.1,72.76542,71.93635,0.11,0.16,0.82907,-0.05
107,105,0.1,72.602455,74.49404,0.11,0.16,-1.891585,-0.05
108,105,0.1,67.95482,70.87714,0.11,0.15,-2.92232,-0.04
21,105,0.3,80.28146,78.25111,1.34,0.85,2.03035,0.49
22,105,0.3,78.9603,80.79582,1.26,0.79,-1.83552,0.47
23,105,0.3,80.31595,78.71928,1,0.8,1.59667,0.2
24,105,0.3,80.57297,78.141525,0.89,0.77,2.431445,0.12
25,105,0.3,81.91429,78.24623,1.05,0.8,3.66806,0.25
26,105,0.3,79.094124,77.86699,0.9,0.78,1.227134,0.12
27,105,0.3,80.31455,78.58825,0.93,0.8,1.7263,0.13
28,105,0.3,81.58943,80.02206,1.02,0.78,1.56737,0.24
29,105,0.3,79.779495,79.572205,0.97,0.78,0.20729,0.19
30,105,0.3,78.160774,82.4931,1,0.73,-4.332326,0.27
31,105,0.3,79.8401,80.81796,0.91,0.75,-0.97786,0.16
32,105,0.3,81.5123,82.35974,0.87,0.77,-0.84744,0.1
33,105,0.3,83.85429,82.57175,1.03,0.74,1.28254,0.29
34,105,0.3,84.895424,80.161354,0.79,0.75,4.73407,0.04
35,105,0.3,81.8345,81.33381,1.04,0.71,0.50069,0.33
36,105,0.3,81.713684,82.0701,1.02,0.72,-0.356416,0.3
37,105,0.3,82.474815,82.74821,0.85,0.67,-0.273395,0.18
38,105,0.3,82.71125,80.571335,0.89,0.64,2.139915,0.25
39,105,0.3,82.145004,79.73273,0.86,0.67,2.412274,0.19
40,105,0.3,85.30785,81.69593,0.89,0.64,3.61192,0.25
41,105,0.3,83.2388,82.31751,0.86,0.64,0.92129,0.22
42,105,0.3,80.06425,80.97945,0.86,0.59,-0.9152,0.27
43,105,0.3,85.88564,82.32619,0.83,0.59,3.55945,0.24
44,105,0.3,80.98272,83.40199,0.66,0.58,-2.41927,0.08
45,105,0.3,85.12406,79.21067,0.76,0.61,5.91339,0.15
46,105,0.3,82.14932,76.8182,0.71,0.6,5.33112,0.11
47,105,0.3,80.38862,82.01498,0.75,0.64,-1.62636,0.11
48,105,0.3,80.19528,81.12636,0.6,0.65,-0.93108,-0.05
49,105,0.3,84.13684,83.49751,0.59,0.68,0.63933,-0.09
50,105,0.3,82.99238,81.45202,0.66,0.51,1.54036,0.15
51,105,0.3,88.22317,83.643875,0.97,0.53,4.579295,0.44
52,105,0.3,89.85892,84.25001,0.77,0.52,5.60891,0.25
53,105,0.3,89.91723,82.001945,0.78,0.59,7.915285,0.19
54,105,0.3,86.65634,78.59682,0.56,0.57,8.05952,-0.01
55,105,0.3,89.48795,82.12012,0.63,0.53,7.36783,0.1
56,105,0.3,85.54913,80.499306,0.48,0.56,5.049824,-0.08
57,105,0.3,83.96022,82.78233,0.53,0.57,1.17789,-0.04
58,105,0.3,80.226555,82.588455,0.69,0.61,-2.3619,0.08
59,105,0.3,79.464676,79.58444,0.69,0.6,-0.119764,0.09
60,105,0.3,80.96369,78.70554,0.56,0.58,2.25815,-0.02
61,105,0.3,87.29834,80.554115,0.65,0.57,6.744225,0.08
62,105,0.3,84.736336,77.567276,0.57,0.49,7.16906,0.08
63,105,0.3,87.170265,77.22282,0.88,0.51,9.947445,0.37
64,105,0.3,85.388435,76.16185,0.82,0.49,9.226585,0.33
65,105,0.3,82.3369,77.4487,0.58,0.51,4.8882,0.07
66,105,0.3,81.05136,83.3129,0.56,0.55,-2.26154,0.01
67,105,0.3,84.72626,78.38542,0.56,0.55,6.34084,0.01
68,105,0.3,84.088066,74.951996,0.58,0.44,9.13607,0.14
69,105,0.3,79.68559,79.34153,0.53,0.5,0.34406,0.03
70,105,0.3,77.53509,77.259476,0.53,0.47,0.275614,0.06
71,105,0.3,82.77818,80.949165,0.54,0.61,1.829015,-0.07
72,105,0.3,84.82046,79.91209,0.58,0.51,4.90837,0.07
73,105,0.3,86.34137,80.445404,0.5,0.53,5.895966,-0.03
74,105,0.3,87.17761,79.28537,0.55,0.52,7.89224,0.03
75,105,0.3,83.22681,84.0014,0.52,0.58,-0.77459,-0.06
76,105,0.3,79.20122,78.40138,0.54,0.55,0.79984,-0.01
77,105,0.3,80.13607,82.04065,0.57,0.53,-1.90458,0.04
78,105,0.3,76.437935,83.773346,0.53,0.44,-7.335411,0.09
79,105,0.3,77.613625,83.26007,0.5,0.51,-5.646445,-0.01
80,105,0.3,81.64329,75.658806,0.48,0.47,5.984484,0.01
81,105,0.3,81.61572,81.641815,0.52,0.57,-0.026095,-0.05
82,105,0.3,80.294785,85.11244,0.45,0.42,-4.817655,0.03
83,105,0.3,76.62975,83.92107,0.47,0.39,-7.29132,0.08
84,105,0.3,73.47995,75.68621,0.47,0.5,-2.20626,-0.03
85,105,0.3,74.513275,77.729416,0.46,0.53,-3.216141,-0.07
86,105,0.3,72.2435,78.97044,0.11,0.41,-6.72694,-0.3
87,105,0.3,72.52054,77.00114,0.47,0.38,-4.4806,0.09
88,105,0.3,72.702156,71.127914,0.11,0.41,1.574242,-0.3
89,105,0.3,78.36122,76.40994,0.11,0.39,1.95128,-0.28
90,105,0.3,72.97807,79.76111,0.11,0.75,-6.78304,-0.64
91,105,0.3,73.79344,75.054565,0.11,0.32,-1.261125,-0.21
92,105,0.3,72.8914,79.10462,0.11,0.89,-6.21322,-0.78
93,105,0.3,74.39931,73.941414,0.11,0.59,0.457896,-0.48
94,105,0.3,70.52058,74.07239,0.11,0.33,-3.55181,-0.22
95,105,0.3,73.40701,73.21516,0.11,0.22,0.19185,-0.11
96,105,0.3,73.0354,76.07306,0.11,0.47,-3.03766,-0.36
97,105,0.3,73.95148,74.05054,0.11,0.23,-0.09906,-0.12
98,105,0.3,75.18338,72.10142,0.11,0.34,3.08196,-0.23
99,105,0.3,73.22412,74.38945,0.11,0.28,-1.16533,-0.17
100,105,0.3,76.13896,74.27737,0.11,0.31,1.86159,-0.2
101,105,0.3,74.15703,69.740524,0.11,0.21,4.416506,-0.1
102,105,0.3,73.3275,71.22134,0.11,0.2,2.10616,-0.09
103,105,0.3,71.24992,70.82289,0.11,0.25,0.42703,-0.14
104,105,0.3,71.9211,72.024284,0.11,0.18,-0.103184,-0.07
105,105,0.3,72.42353,72.91223,0.11,0.18,-0.4887,-0.07
106,105,0.3,72.85965,72.13434,0.11,0.16,0.72531,-0.05
107,105,0.3,72.32042,74.305176,0.11,0.16,-1.984756,-0.05
108,105,0.3,68.17529,70.74113,0.11,0.15,-2.56584,-0.04
21,105,0.7,80.5088,78.08722,1.5,1.25,2.42158,0.25
22,105,0.7,78.95946,78.57232,1.5,1.15,0.38714,0.35
23,105,0.7,78.67,79.42287,1.3,1.21,-0.75287,0.09
24,105,0.7,81.11055,78.315994,1.23,1.11,2.794556,0.12
25,105,0.7,81.94223,79.75034,1.38,1.18,2.19189,0.2
26,105,0.7,78.81889,77.863525,1.27,1.14,0.955365,0.13
27,105,0.7,80.33364,79.42038,1.2,1.3,0.91326,-0.1
28,105,0.7,81.588,80.19476,1.34,1.16,1.39324,0.18
29,105,0.7,79.988754,79.4423,1.29,1.16,0.546454,0.13
30,105,0.7,78.24282,82.48742,1.38,1.1,-4.2446,0.28
31,105,0.7,79.574005,81.07547,1.28,1.08,-1.501465,0.2
32,105,0.7,81.45369,82.45059,1.17,1.11,-0.9969,0.06
33,105,0.7,84.10591,82.61594,1.28,1.07,1.48997,0.21
34,105,0.7,84.67192,80.38345,1.23,1.05,4.28847,0.18
35,105,0.7,81.975845,81.51956,1.34,1.03,0.456285,0.31
36,105,0.7,81.93702,82.14525,1.26,1.06,-0.20823,0.2
37,105,0.7,82.63948,82.855286,1.15,0.97,-0.215806,0.18
38,105,0.7,82.36562,80.744354,1.21,0.98,1.621266,0.23
39,105,0.7,82.36623,79.3305,1.23,1.04,3.03573,0.19
40,105,0.7,85.3407,82.12962,1.2,0.96,3.21108,0.24
41,105,0.7,83.1868,82.150734,1.2,0.94,1.036066,0.26
42,105,0.7,80.24695,81.2453,1.22,0.9,-0.99835,0.32
43,105,0.7,85.838135,82.62721,1.11,0.92,3.210925,0.19
44,105,0.7,81.08682,83.725334,0.97,0.91,-2.638514,0.06
45,105,0.7,85.32997,78.98728,1.08,0.95,6.34269,0.13
46,105,0.7,82.486206,76.18498,0.99,0.92,6.301226,0.07
47,105,0.7,80.153015,82.04202,0.96,0.93,-1.889005,0.03
48,105,0.7,80.054756,80.969246,0.94,0.97,-0.91449,-0.03
49,105,0.7,84.10083,83.55677,0.9,0.95,0.54406,-0.05
50,105,0.7,83.033646,81.72619,0.92,0.85,1.307456,0.07
51,105,0.7,88.315605,83.95172,1.27,0.87,4.363885,0.4
52,105,0.7,89.919174,84.179886,1.11,0.84,5.739288,0.27
53,105,0.7,90.02489,81.47652,0.95,0.84,8.54837,0.11
54,105,0.7,86.59831,78.727615,0.89,0.88,7.870695,0.01
55,105,0.7,89.40354,82.0754,0.97,0.91,7.32814,0.06
56,105,0.7,85.71613,81.15214,0.85,0.85,4.56399,0
57,105,0.7,84.265076,82.53942,0.9,0.83,1.725656,0.07
58,105,0.7,80.03012,82.90467,0.89,0.9,-2.87455,-0.01
59,105,0.7,79.576225,79.251976,0.99,0.84,0.324249,0.15
60,105,0.7,80.981834,78.57968,0.93,0.76,2.402154,0.17
61,105,0.7,87.31382,80.35686,1,0.81,6.95696,0.19
62,105,0.7,84.777214,77.43898,0.92,0.84,7.338234,0.08
63,105,0.7,87.10458,76.97731,1.12,0.8,10.12727,0.32
64,105,0.7,85.76169,76.38655,0.96,0.85,9.37514,0.11
65,105,0.7,82.66645,77.66214,0.96,0.78,5.00431,0.18
66,105,0.7,80.740074,82.87609,0.91,0.79,-2.136016,0.12
67,105,0.7,84.85266,78.56644,0.91,0.86,6.28622,0.05
68,105,0.7,83.93216,74.89592,0.92,0.76,9.03624,0.16
69,105,0.7,79.54363,79.54346,0.85,0.87,0.00017,-0.02
70,105,0.7,77.67835,77.42251,0.89,0.76,0.25584,0.13
71,105,0.7,83.20796,80.93093,0.88,0.81,2.27703,0.07
72,105,0.7,85.18478,80.29013,0.88,0.79,4.89465,0.09
73,105,0.7,86.77561,80.73189,0.55,0.89,6.04372,-0.34
74,105,0.7,87.10302,79.01852,0.9,0.84,8.0845,0.06
75,105,0.7,83.24874,84.04522,0.86,0.85,-0.79648,0.01
76,105,0.7,79.521164,78.27827,0.93,0.85,1.242894,0.08
77,105,0.7,80.25426,82.02031,0.94,0.88,-1.76605,0.06
78,105,0.7,76.843796,83.396385,0.86,0.84,-6.552589,0.02
79,105,0.7,77.827354,79.251335,0.91,0.76,-1.423981,0.15
80,105,0.7,81.97945,75.62254,0.9,0.87,6.35691,0.03
81,105,0.7,81.82637,81.792046,0.91,0.8,0.034324,0.11
82,105,0.7,80.29572,85.00561,0.46,0.81,-4.70989,-0.35
83,105,0.7,76.6011,84.06773,0.76,0.9,-7.46663,-0.14
84,105,0.7,73.73944,75.589165,0.54,0.67,-1.849725,-0.13
85,105,0.7,74.392,77.664215,0.72,0.76,-3.272215,-0.04
86,105,0.7,72.01576,79.023315,0.11,0.66,-7.007555,-0.55
87,105,0.7,72.578476,76.9246,0.59,0.38,-4.346124,0.21
88,105,0.7,73.25179,74.03849,0.11,0.58,-0.7867,-0.47
89,105,0.7,78.38022,76.25353,0.11,0.4,2.12669,-0.29
90,105,0.7,73.32644,80.87004,0.11,0.74,-7.5436,-0.63
91,105,0.7,74.51251,75.114006,0.11,0.32,-0.601496,-0.21
92,105,0.7,72.69794,83.62512,0.11,0.72,-10.92718,-0.61
93,105,0.7,75.04767,74.527626,0.11,0.59,0.520044,-0.48
94,105,0.7,70.92786,74.1699,0.11,0.33,-3.24204,-0.22
95,105,0.7,72.09457,71.52291,0.11,0.22,0.57166,-0.11
96,105,0.7,72.7223,77.26677,0.11,0.47,-4.54447,-0.36
97,105,0.7,73.88143,74.25217,0.11,0.22,-0.37074,-0.11
98,105,0.7,74.827835,71.90071,0.11,0.37,2.927125,-0.26
99,105,0.7,73.08208,74.33073,0.11,0.28,-1.24865,-0.17
100,105,0.7,76.18278,73.975555,0.11,0.31,2.207225,-0.2
101,105,0.7,74.439865,70.07727,0.11,0.22,4.362595,-0.11
102,105,0.7,73.86387,70.68022,0.11,0.2,3.18365,-0.09
103,105,0.7,71.30191,70.86969,0.11,0.19,0.43222,-0.08
104,105,0.7,71.78058,72.22616,0.11,0.19,-0.44558,-0.08
105,105,0.7,72.175705,73.95655,0.11,0.16,-1.780845,-0.05
106,105,0.7,73.04158,72.31705,0.11,0.16,0.72453,-0.05
107,105,0.7,72.588196,73.24687,0.11,0.16,-0.658674,-0.05
108,105,0.7,68.062,70.953445,0.11,0.15,-2.891445,-0.04
21,105,1,80.47686,78.524826,1.5,1.5,1.952034,0
22,105,1,79.15766,78.432785,1.5,1.46,0.724875,0.04
23,105,1,79.0984,79.16339,1.5,1.37,-0.06499,0.13
24,105,1,80.65374,78.39314,1.5,1.38,2.2606,0.12
25,105,1,81.97987,79.64263,1.5,1.4,2.33724,0.1
26,105,1,79.27558,78.35452,1.5,1.37,0.92106,0.13
27,105,1,80.45923,78.78745,1.5,1.4,1.67178,0.1
28,105,1,81.572914,80.177795,1.5,1.33,1.395119,0.17
29,105,1,79.96911,79.30021,1.5,1.39,0.6689,0.11
30,105,1,78.41722,82.36293,1.5,1.3,-3.94571,0.2
31,105,1,80.177986,81.35339,1.5,1.3,-1.175404,0.2
32,105,1,81.44133,82.35329,1.48,1.33,-0.91196,0.15
33,105,1,83.77062,82.60898,1.39,1.32,1.16164,0.07
34,105,1,84.73083,79.96363,1.5,1.29,4.7672,0.21
35,105,1,81.82878,81.21637,1.5,1.29,0.61241,0.21
36,105,1,82.02184,82.22199,1.5,1.3,-0.20015,0.2
37,105,1,82.49857,82.84246,1.41,1.23,-0.34389,0.18
38,105,1,82.31637,80.88287,1.42,1.24,1.4335,0.18
39,105,1,82.33167,79.46014,1.45,1.31,2.87153,0.14
40,105,1,85.30117,81.96942,1.44,1.22,3.33175,0.22
41,105,1,83.31205,82.409836,1.49,1.18,0.902214,0.31
42,105,1,80.20676,81.26936,1.33,1.2,-1.0626,0.13
43,105,1,85.89383,82.01936,1.36,1.19,3.87447,0.17
44,105,1,81.08092,83.17694,1.27,1.19,-2.09602,0.08
45,105,1,84.902885,78.92189,1.26,1.22,5.980995,0.04
46,105,1,82.25439,76.146454,1.23,1.21,6.107936,0.02
47,105,1,80.59317,82.044876,1.26,1.2,-1.451706,0.06
48,105,1,80.18319,81.277504,1.15,1.21,-1.094314,-0.06
49,105,1,84.07538,83.45811,1.19,1.17,0.61727,0.02
50,105,1,82.92455,81.48942,1.16,1.11,1.43513,0.05
51,105,1,88.2796,83.47302,1.5,1.12,4.80658,0.38
52,105,1,89.88901,83.87531,1.37,1.1,6.0137,0.27
53,105,1,89.97737,81.59291,1.23,1.06,8.38446,0.17
54,105,1,86.57544,78.82763,1.19,1.06,7.74781,0.13
55,105,1,89.539986,82.11297,1.24,1.17,7.427016,0.07
56,105,1,85.6417,83.26075,1.13,1.11,2.38095,0.02
57,105,1,84.301346,82.62441,1.18,1.11,1.676936,0.07
58,105,1,80.03572,82.67374,1.19,1.1,-2.63802,0.09
59,105,1,79.45935,78.87973,1.25,1.08,0.57962,0.17
60,105,1,80.97004,78.79869,1.21,1.07,2.17135,0.14
61,105,1,87.149574,80.49768,1.27,1.08,6.651894,0.19
62,105,1,84.38179,77.74628,1.21,1.1,6.63551,0.11
63,105,1,87.14545,77.20488,1.22,1.04,9.94057,0.18
64,105,1,85.64928,76.21578,1.17,1.13,9.4335,0.04
65,105,1,82.3551,77.694626,1.15,1.06,4.660474,0.09
66,105,1,81.10714,83.08411,1.18,1.06,-1.97697,0.12
67,105,1,84.697815,78.42443,1.21,1.13,6.273385,0.08
68,105,1,83.91168,75.168274,1.22,1.05,8.743406,0.17
69,105,1,79.727715,79.38939,1.15,1.14,0.338325,0.01
70,105,1,77.116035,76.96409,1.2,1.09,0.151945,0.11
71,105,1,82.90632,80.76366,1.2,1.1,2.14266,0.1
72,105,1,85.02322,79.69042,1.17,1.07,5.3328,0.1
73,105,1,86.78196,80.46764,1.13,1.1,6.31432,0.03
74,105,1,87.29399,79.16368,1.19,1.05,8.13031,0.14
75,105,1,82.75212,83.8557,1.16,0.89,-1.10358,0.27
76,105,1,79.17132,78.14212,1.16,1.1,1.0292,0.06
77,105,1,80.24032,82.034424,1.18,1.18,-1.794104,0
78,105,1,78.38577,83.55856,1.15,1.06,-5.17279,0.09
79,105,1,77.64877,78.98396,1.18,1.07,-1.33519,0.11
80,105,1,81.67864,76.04103,1.15,1.06,5.63761,0.09
81,105,1,81.85564,81.84825,1.16,0.96,0.00739,0.2
82,105,1,80.20971,85.184,0.5,1.09,-4.97429,-0.59
83,105,1,76.44696,84.11881,0.76,1.13,-7.67185,-0.37
84,105,1,73.645584,75.78859,0.11,0.68,-2.143006,-0.57
85,105,1,74.32648,77.63995,0.73,0.94,-3.31347,-0.21
86,105,1,72.13756,78.94114,0.11,0.68,-6.80358,-0.57
87,105,1,73.09134,76.76821,0.58,0.38,-3.67687,0.2
88,105,1,73.12312,73.966,0.11,0.58,-0.84288,-0.47
89,105,1,78.36341,75.95422,0.11,0.4,2.40919,-0.29
90,105,1,73.042145,79.56893,0.11,0.76,-6.526785,-0.65
91,105,1,74.742615,75.20563,0.11,0.32,-0.463015,-0.21
92,105,1,72.194374,80.823875,0.11,0.92,-8.629501,-0.81
93,105,1,74.87203,74.169876,0.11,0.59,0.702154,-0.48
94,105,1,70.7595,74.31204,0.11,0.33,-3.55254,-0.22
95,105,1,72.92763,71.97562,0.11,0.22,0.95201,-0.11
96,105,1,73.4625,76.46196,0.11,0.47,-2.99946,-0.36
97,105,1,73.132515,74.19965,0.11,0.22,-1.067135,-0.11
98,105,1,74.76211,71.63057,0.11,0.38,3.13154,-0.27
99,105,1,73.18413,74.60431,0.11,0.28,-1.42018,-0.17
100,105,1,76.17974,74.631065,0.11,0.3,1.548675,-0.19
101,105,1,74.21146,70.51198,0.11,0.21,3.69948,-0.1
102,105,1,73.456696,71.26866,0.11,0.2,2.188036,-0.09
103,105,1,71.026726,71.443695,0.11,0.19,-0.416969,-0.08
104,105,1,71.917816,72.153435,0.11,0.19,-0.235619,-0.08
105,105,1,72.48373,73.10241,0.11,0.16,-0.61868,-0.05
106,105,1,72.78932,71.34308,0.11,0.16,1.44624,-0.05
107,105,1,72.58501,74.314926,0.11,0.16,-1.729916,-0.05
108,105,1,67.58803,70.73381,0.11,0.15,-3.14578,-0.04
21,113,0.1,80.614685,78.35685,1.27,0.64,2.257835,0.63
22,113,0.1,79.7778,78.925735,1.19,0.63,0.852065,0.56
23,113,0.1,78.98425,79.35096,0.92,0.63,-0.36671,0.29
24,113,0.1,80.34295,77.872925,0.75,0.55,2.470025,0.2
25,113,0.1,80.59297,78.1016,0.82,0.63,2.49137,0.19
26,113,0.1,78.91623,77.986786,0.75,0.57,0.929444,0.18
27,113,0.1,80.5184,80.02027,0.74,0.58,0.49813,0.16
28,113,0.1,81.21344,80.12131,0.96,0.58,1.09213,0.38
29,113,0.1,77.7867,79.47046,0.78,0.52,-1.68376,0.26
30,113,0.1,78.12713,82.49408,0.85,0.56,-4.36695,0.29
31,113,0.1,79.80181,80.8473,0.78,0.63,-1.04549,0.15
32,113,0.1,81.47789,82.311905,0.83,0.58,-0.834015,0.25
33,113,0.1,84.00481,82.49747,0.92,0.65,1.50734,0.27
34,113,0.1,84.69453,80.18722,0.69,0.6,4.50731,0.09
35,113,0.1,81.91734,81.487885,0.91,0.51,0.429455,0.4
36,113,0.1,81.68887,82.01428,0.91,0.57,-0.32541,0.34
37,113,0.1,82.43557,82.989395,0.68,0.54,-0.553825,0.14
