,db(lab),db(audi),duration(lab),duration(audi),,
3142,50.1361084,45.51515579,0.11,0.11,0,4.620952606
3143,49.1300621,45.2826767,0.11,0.11,0,3.847385406
3144,52.14743042,38.48371887,0.14,0.11,0.03,13.66371155
3145,51.92434692,56.96380615,0.11,0.11,0,-5.039459229
3146,51.45014191,55.8393631,0.11,0.11,0,-4.389221191
3147,51.42181396,55.76578522,0.11,0.11,0,-4.343971252
3148,56.08561707,56.7890358,0.13,0.11,0.02,-0.703418732
3149,55.64052582,64.30764771,0.12,0.11,0.01,-8.667121887
3150,55.51089478,63.36660004,0.12,0.11,0.01,-7.855705261
3151,55.41212845,63.92100525,0.12,0.11,0.01,-8.508876801
3152,59.80173111,63.64379501,0.13,0.11,0.02,-3.842063904
3153,59.48668671,67.49642944,0.15,0.11,0.04,-8.009742737
3154,59.56742859,67.20225525,0.23,0.11,0.12,-7.63482666
3155,59.03926849,67.66503906,0.25,0.11,0.14,-8.625770569
3156,62.41840744,67.51885986,0.17,0.11,0.06,-5.100452423
3157,62.38554001,70.98338318,0.21,0.11,0.1,-8.59784317
3158,62.58782959,70.912323,0.31,0.11,0.2,-8.324493408
3159,64.80306244,70.83609772,0.36,0.11,0.25,-6.033035278
3160,66.12683868,70.99226379,0.14,0.11,0.03,-4.86542511
3161,65.79849243,74.03766632,0.21,0.11,0.1,-8.239173889
3162,65.70183563,74.36605835,0.37,0.11,0.26,-8.664222717
3163,68.20051575,74.56941223,0.46,0.11,0.35,-6.368896484
3164,68.12696838,74.51434326,0.19,0.11,0.08,-6.387374878
3165,68.45941925,77.18849182,0.22,0.11,0.11,-8.729072571
3166,67.91397095,77.37850952,0.37,0.11,0.26,-9.464538574
3167,68.56336975,77.7076416,0.53,0.11,0.42,-9.144271851
3168,70.02288055,77.63180542,0.18,0.11,0.07,-7.608924866
3169,70.14160156,79.33665466,0.24,0.11,0.13,-9.195053101
3170,70.46246338,79.9246521,0.38,0.11,0.27,-9.462188721
3171,70.34731293,79.68305969,0.64,0.11,0.53,-9.335746765
3172,73.54517365,79.94413757,0.23,0.11,0.12,-6.398963928
3173,73.09358978,81.75492859,0.29,0.11,0.18,-8.661338806
3174,73.91938019,81.72377014,0.39,0.11,0.28,-7.804389954
3175,72.46737671,81.70053101,0.77,0.11,0.66,-9.233154297
3176,74.71166992,82.21950531,0.22,0.11,0.11,-7.507835388
3177,74.44371033,83.43005371,0.35,0.11,0.24,-8.986343384
3178,74.38876343,83.78662109,0.38,0.11,0.27,-9.397857666
3179,78.16735077,83.88566589,0.76,0.11,0.65,-5.718315125
3180,78.47683716,83.99588776,0.31,0.11,0.2,-5.519050598
3181,78.64727783,84.99707794,0.36,0.11,0.25,-6.34980011
3182,78.50828552,85.43261719,0.44,0.11,0.33,-6.924331665
3183,78.52462769,84.61605072,0.82,0.11,0.71,-6.091423035
3184,78.48046875,84.76880646,0.31,0.11,0.2,-6.288337708
3185,78.59278107,87.2209549,0.36,0.13,0.23,-8.628173828
3186,78.63889313,87.14032745,0.43,0.11,0.32,-8.501434326
3187,78.6212616,87.17752838,0.82,0.11,0.71,-8.556266785
3188,78.47199249,87.23235321,0.31,0.11,0.2,-8.760360718
3189,78.67292023,87.23086548,0.36,0.15,0.21,-8.557945251
3190,78.7097702,87.20053864,0.45,0.11,0.34,-8.490768433
3191,78.47377014,87.29910278,0.82,0.11,0.71,-8.825332642
3192,78.53330994,87.27836609,0.31,0.11,0.2,-8.745056152
3193,78.61039734,87.35735321,0.36,0.15,0.21,-8.746955872
3194,78.56652069,87.32156372,0.43,0.11,0.32,-8.75504303
3195,78.32752228,87.3708725,0.83,0.11,0.72,-9.04335022
3196,78.66798401,87.24375153,0.31,0.11,0.2,-8.575767517
3197,78.6545639,87.34805298,0.36,0.15,0.21,-8.693489075
3198,78.45469666,87.4092865,0.44,0.11,0.33,-8.954589844
3199,78.56785583,87.20751953,0.82,0.11,0.71,-8.639663696
3200,50.79531097,87.29196167,0.11,0.11,0,-36.4966507
3201,51.62081528,56.25672913,0.17,0.15,0.02,-4.635913849
3202,52.00216675,47.96343231,0.24,0.11,0.13,4.038734436
3203,51.92160416,47.59075546,0.26,0.11,0.15,4.330848694
3204,51.94950867,47.185009,0.11,0.11,0,4.764499664
3205,51.85836029,48.89780426,0.18,0.11,0.07,2.96055603
3206,52.07369232,48.29653168,0.26,0.11,0.15,3.777160645
3207,50.73812103,47.02986145,0.22,0.11,0.11,3.708259583
3208,54.5969696,47.78188324,0.11,0.11,0,6.815086365
3209,53.97561646,55.42290497,0.18,0.11,0.07,-1.447288513
3210,53.44316864,52.40706635,0.31,0.11,0.2,1.036102295
3211,54.20312881,52.00751495,0.36,0.11,0.25,2.195613861
3212,58.30995941,54.3436203,0.15,0.11,0.04,3.966339111
3213,58.05876923,60.42319489,0.19,0.11,0.08,-2.364425659
3214,58.24082565,59.15013885,0.33,0.11,0.22,-0.909313202
3215,58.35115814,58.35439301,0.5,0.11,0.39,-0.003234863
3216,61.45053101,58.52501678,0.15,0.11,0.04,2.925514221
3217,61.40651703,64.61923218,0.22,0.11,0.11,-3.212715149
3218,61.83977509,62.34231949,0.34,0.11,0.23,-0.502544403
3219,61.35356903,62.22854996,0.57,0.11,0.46,-0.874980927
3220,65.69107056,62.16835022,0.14,0.11,0.03,3.522720337
3221,65.31590271,66.1723175,0.22,0.11,0.11,-0.856414795
3222,64.94080353,66.2379837,0.38,0.11,0.27,-1.297180176
3223,64.42466736,66.18769073,0.66,0.11,0.55,-1.763023376
3224,68.25663757,66.21746826,0.15,0.11,0.04,2.039169312
3225,68.28320313,68.07226563,0.23,0.11,0.12,0.2109375
3226,67.73487854,68.53419495,0.38,0.11,0.27,-0.799316406
3227,67.34361267,68.40629578,0.73,0.11,0.62,-1.062683105
3228,72.498703,68.59272766,0.16,0.11,0.05,3.905975342
3229,71.85173035,70.54211426,0.23,0.11,0.12,1.309616089
3230,72.19829559,70.39775085,0.39,0.11,0.28,1.800544739
3231,72.31182861,70.33916473,0.76,0.11,0.65,1.972663879
3232,74.64443207,70.64979553,0.21,0.11,0.1,3.994636536
3233,74.40792847,72.89027405,0.26,0.11,0.15,1.517654419
3234,72.90869141,73.38424683,0.4,0.11,0.29,-0.47555542
3235,72.8899231,73.17766571,0.78,0.11,0.67,-0.287742615
3236,76.94237518,73.82922363,0.27,0.11,0.16,3.11315155
3237,74.40288544,75.47092438,0.26,0.11,0.15,-1.06803894
3238,75.89950562,76.12161255,0.4,0.11,0.29,-0.222106934
3239,76.25128174,75.27642822,0.78,0.11,0.67,0.974853516
3240,79.65006256,75.51719666,0.3,0.12,0.18,4.132865906
3241,80.39600372,78.71854401,0.26,0.73,-0.47,1.677459717
3242,80.33876801,78.03201294,0.41,0.11,0.3,2.306755066
3243,80.13523865,78.57048035,0.8,0.11,0.69,1.564758301
3244,82.00691986,78.39823914,0.32,1,-0.68,3.608680725
3245,80.29221344,79.67536926,0.27,0.75,-0.48,0.616844177
3246,80.1231842,80.03983307,0.42,0.12,0.3,0.083351135
3247,81.95864868,80.20259857,0.82,0.13,0.69,1.75605011
3248,80.20648193,80.41116333,0.32,1,-0.68,-0.204681396
3249,80.2685318,81.91094971,0.36,0.95,-0.59,-1.642417908
3250,80.23739624,82.5577774,0.42,0.11,0.31,-2.320381165
3251,80.45898438,82.68809509,0.82,0.15,0.67,-2.229110718
3252,79.97031403,82.54515076,0.31,1,-0.69,-2.574836731
3253,80.44101715,82.30625916,0.35,0.92,-0.57,-1.865242004
3254,80.05890656,82.21787262,0.42,0.11,0.31,-2.158966064
3255,80.2197876,82.03694153,0.82,1,-0.18,-1.817153931
3256,79.99663544,82.25071716,0.31,1,-0.69,-2.254081726
3257,80.34689331,82.41096497,0.35,0.91,-0.56,-2.064071655
3258,80.35337067,82.8420105,0.42,0.11,0.31,-2.488639832
3259,80.13005066,82.2723999,0.82,0.13,0.69,-2.142349243
3260,80.45188904,82.56719208,0.31,1,-0.69,-2.11530304
3261,80.0561676,82.26005554,0.36,1,-0.64,-2.203887939
3262,80.28544617,82.79654694,0.42,0.17,0.25,-2.511100769
3263,80.020401,82.26352692,0.82,0.12,0.7,-2.243125916
3264,51.21525574,82.6891098,0.11,1,-0.89,-31.47385406
3265,49.78730774,62.14102554,0.17,0.33,-0.16,-12.3537178
3266,50.2144928,41.9916954,0.2,0.11,0.09,8.222797394
3267,48.55667114,45.98310089,0.22,0.11,0.11,2.573570251
3268,51.33466721,41.32506561,0.11,0.11,0,10.00960159
3269,51.94498825,49.92243576,0.17,0.11,0.06,2.02255249
3270,50.90201569,43.53673935,0.22,0.11,0.11,7.365276337
3271,50.88596725,43.14702988,0.2,0.11,0.09,7.738937378
3272,52.6571846,42.16335297,0.11,0.11,0,10.49383163
3273,52.2819519,51.97577286,0.17,0.11,0.06,0.306179047
3274,51.81267548,51.19291687,0.3,0.11,0.19,0.619758606
3275,52.86502075,51.69193268,0.3,0.11,0.19,1.173088074
3276,58.09625244,51.11455917,0.17,0.11,0.06,6.981693268
3277,57.50133896,58.10987091,0.18,0.11,0.07,-0.608531952
3278,57.96048737,58.82840347,0.33,0.11,0.22,-0.867916107
3279,58.15578079,58.62390518,0.39,0.11,0.28,-0.46812439
3280,60.11796188,57.87456894,0.18,0.11,0.07,2.243392944
3281,60.46074677,62.24646759,0.26,0.11,0.15,-1.785720825
3282,60.77203751,61.9926033,0.34,0.11,0.23,-1.220565796
3283,60.25519562,61.86933136,0.44,0.11,0.33,-1.614135742
3284,63.66609955,62.19828415,0.19,0.11,0.08,1.467815399
3285,63.30978394,64.91967773,0.27,0.11,0.16,-1.609893799
3286,62.99946594,64.97419739,0.35,0.11,0.24,-1.974731445
3287,64.1829834,65.22519684,0.49,0.11,0.38,-1.04221344
3288,66.21144104,65.12583923,0.2,0.11,0.09,1.085601807
3289,66.05284882,67.85363007,0.28,0.11,0.17,-1.80078125
3290,65.93938446,68.53089142,0.34,0.11,0.23,-2.591506958
3291,66.55612183,67.80599976,0.54,0.11,0.43,-1.24987793
3292,69.87100983,67.98504639,0.22,0.11,0.11,1.88596344
3293,69.57818604,70.62083435,0.3,0.11,0.19,-1.042648315
3294,69.15977478,70.92685699,0.35,0.11,0.24,-1.767082214
3295,69.20592499,70.99727631,0.56,0.11,0.45,-1.791351318
3296,71.80980682,70.92300415,0.27,0.11,0.16,0.886802673
3297,72.2842865,73.35603333,0.31,0.11,0.2,-1.071746826
3298,71.48492432,73.40834808,0.36,0.11,0.25,-1.923423767
3299,71.96409607,73.15414429,0.69,0.11,0.58,-1.190048218
3300,74.14369202,73.48813629,0.27,0.11,0.16,0.655555725
3301,74.44306183,74.39992523,0.31,0.13,0.18,0.043136597
3302,73.72242737,74.48262787,0.35,0.11,0.24,-0.7602005
3303,74.64064789,73.95636749,0.72,0.11,0.61,0.684280396
3304,76.17289734,74.53526306,0.29,0.11,0.18,1.637634277
3305,78.2763443,76.72518921,0.33,0.14,0.19,1.55115509
3306,78.19464874,76.72741699,0.45,0.11,0.34,1.46723175
3307,78.23773956,76.64472961,0.82,0.11,0.71,1.593009949
3308,78.70464325,76.77083588,0.3,0.11,0.19,1.933807373
3309,78.5630188,78.06923676,0.34,0.15,0.19,0.493782043
3310,78.89923859,77.44610596,0.44,0.11,0.33,1.453132629
3311,78.67268372,77.79997253,0.84,0.11,0.73,0.872711182
3312,78.80969238,77.44347382,0.31,0.11,0.2,1.366218567
3313,78.91584778,83.15922546,0.35,0.16,0.19,-4.243377686
3314,78.63150787,79.50860596,0.44,0.11,0.33,-0.877098083
3315,80.28886414,79.81690216,0.84,0.11,0.73,0.471961975
3316,78.47372437,79.45510864,0.31,0.11,0.2,-0.981384277
3317,78.33924103,79.67347717,0.35,0.78,-0.43,-1.334236145
3318,78.99230194,79.73265076,0.44,0.11,0.33,-0.740348816
3319,78.96920013,80.14383698,0.77,0.11,0.66,-1.174636841
3320,79.52453613,79.51139069,0.33,0.11,0.22,0.013145447
3321,79.84372711,79.80403137,0.33,0.78,-0.45,0.03969574
3322,78.48601532,79.35277557,0.45,0.11,0.34,-0.866760254
3323,78.64274597,80.087677,0.77,0.11,0.66,-1.44493103
3324,78.55110931,79.9528656,0.31,0.11,0.2,-1.401756287
3325,78.61354065,79.19820404,0.35,0.78,-0.43,-0.584663391
3326,79.16934967,79.58337402,0.45,0.11,0.34,-0.414024353
3327,78.75313568,79.70471191,0.78,0.11,0.67,-0.951576233
3328,51.13256073,79.47663116,0.11,0.11,0,-28.34407043
3329,50.86262131,60.39804077,0.17,0.41,-0.24,-9.535419464
3330,50.58974075,60.18624115,0.17,0.11,0.06,-9.596500397
3331,50.29922867,60.30295563,0.17,0.11,0.06,-10.00372696
3332,53.6031189,59.56272125,0.11,0.11,0,-5.959602356
3333,50.10129929,61.97822189,0.17,0.11,0.06,-11.87692261
3334,50.69788742,60.35766602,0.17,0.11,0.06,-9.659778595
3335,50.45153046,60.03383636,0.17,0.11,0.06,-9.582305908
3336,56.78908539,59.15068817,0.14,0.11,0.03,-2.361602783
3337,53.15867615,65.03464508,0.19,0.11,0.08,-11.87596893
3338,54.1973381,65.2726593,0.3,0.11,0.19,-11.0753212
3339,52.60935593,64.64736938,0.32,0.11,0.21,-12.03801346
3340,59.29985809,64.85314941,0.16,0.11,0.05,-5.553291321
3341,60.16656876,69.39889526,0.18,0.11,0.07,-9.232326508
3342,59.05981064,69.98907471,0.33,0.11,0.22,-10.92926407
3343,59.40311813,68.80027771,0.51,0.11,0.4,-9.397159576
3344,62.71053696,69.34122467,0.16,0.11,0.05,-6.630687714
3345,64.29071045,72.98240662,0.23,0.11,0.12,-8.691696167
3346,63.32282639,72.23017883,0.33,0.11,0.22,-8.907352448
3347,64.22790527,72.7917099,0.66,0.11,0.55,-8.563804626
3348,66.4988327,73.1092453,0.16,0.11,0.05,-6.610412598
3349,67.75485229,75.5531311,0.24,0.11,0.13,-7.798278809
3350,66.8527832,75.38925934,0.34,0.11,0.23,-8.536476135
3351,66.91723633,75.16750336,0.72,0.11,0.61,-8.250267029
3352,70.67216492,75.6459198,0.18,0.11,0.07,-4.973754883
3353,71.00348663,78.89408875,0.25,0.11,0.14,-7.890602112
3354,70.46836853,78.97747803,0.34,0.11,0.23,-8.509109497
3355,70.44748688,79.02127838,0.73,0.11,0.62,-8.573791504
3356,73.81613159,78.88508606,0.18,0.11,0.07,-5.068954468
3357,73.53341675,82.66929626,0.25,0.11,0.14,-9.135879517
3358,73.43331909,82.6654892,0.41,0.11,0.3,-9.232170105
3359,73.40568542,82.66864777,0.73,0.11,0.62,-9.262962341
3360,76.67206573,82.81093597,0.22,0.11,0.11,-6.138870239
3361,76.38356018,84.07436371,0.27,0.11,0.16,-7.690803528
3362,75.90777588,84.43963623,0.41,0.11,0.3,-8.531860352
3363,76.26680756,83.94374847,0.74,0.11,0.63,-7.676940918
3364,78.36043549,84.02394867,0.23,0.11,0.12,-5.663513184
3365,78.3589325,86.60616302,0.27,0.11,0.16,-8.24723053
3366,78.09620667,86.24746704,0.42,0.11,0.31,-8.151260376
3367,77.82498169,86.28646851,0.74,0.11,0.63,-8.461486816
3368,80.49508667,86.34506226,0.26,0.11,0.15,-5.849975586
3369,80.78662109,87.96147919,0.29,0.11,0.18,-7.174858093
3370,80.87889862,87.98964691,0.43,0.11,0.32,-7.110748291
3371,80.39157104,87.75519562,0.75,0.11,0.64,-7.363624573
3372,83.03017426,88.29877472,0.31,0.11,0.2,-5.268600464
3373,83.1734848,89.2359314,0.29,0.15,0.14,-6.062446594
3374,83.00193024,88.76525116,0.46,0.11,0.35,-5.763320923
3375,83.13484955,89.04418182,0.75,0.11,0.64,-5.909332275
3376,84.62307739,88.68419647,0.25,0.11,0.14,-4.06111908
3377,84.7741394,90.29051971,0.29,0.93,-0.64,-5.51638031
3378,84.62377167,90.0167923,0.46,0.11,0.35,-5.39302063
3379,84.49098969,90.2988205,0.76,0.11,0.65,-5.807830811
3380,84.57297516,90.3288269,0.25,0.11,0.14,-5.755851746
3381,84.67433929,90.59972382,0.29,0.92,-0.63,-5.925384521
3382,84.47694397,90.18553162,0.46,0.11,0.35,-5.708587646
3383,84.50737762,90.09933472,0.76,0.11,0.65,-5.591957092
3384,84.19880676,90.2272644,0.25,0.11,0.14,-6.028457642
3385,84.30484009,90.42324829,0.29,0.92,-0.63,-6.118408203
3386,84.55690002,90.19775391,0.46,0.11,0.35,-5.640853882
3387,84.52242279,90.33778381,0.76,0.11,0.65,-5.815361023
3388,84.29109192,90.28192902,0.25,0.11,0.14,-5.990837097
3389,84.4379425,90.23519135,0.29,0.92,-0.63,-5.79724884
3390,84.38749695,90.1305542,0.46,0.11,0.35,-5.743057251
3391,84.40393829,90.55249023,0.76,0.11,0.65,-6.148551941
3392,50.34033966,90.55944061,0.11,0.11,0,-40.21910095
3393,47.725914,69.87200165,0.11,0.32,-0.21,-22.14608765
3394,49.80844116,54.93466568,0.11,0.11,0,-5.126224518
3395,50.21473694,53.54085922,0.11,0.11,0,-3.326122284
3396,51.20097351,53.46121597,0.11,0.11,0,-2.260242462
3397,48.2893219,56.13524246,0.11,0.11,0,-7.845920563
3398,50.70204163,52.84968567,0.11,0.11,0,-2.147644043
3399,49.43570709,53.96494293,0.12,0.11,0.01,-4.52923584
3400,52.95031738,54.06539154,0.11,0.11,0,-1.115074158
3401,53.76796722,60.97011566,0.15,0.11,0.04,-7.202148438
3402,54.06684113,60.2148819,0.15,0.11,0.04,-6.148040771
3403,53.45075226,60.55245209,0.15,0.11,0.04,-7.101699829
3404,59.01712418,60.6206131,0.11,0.11,0,-1.603488922
3405,58.46932983,66.05560303,0.19,0.11,0.08,-7.586273193
3406,58.04036713,66.6294632,0.23,0.11,0.12,-8.589096069
3407,58.66181946,66.24748993,0.22,0.11,0.11,-7.585670471
3408,62.22541809,66.26867676,0.13,0.11,0.02,-4.043258667
3409,61.05234146,69.49494171,0.19,0.11,0.08,-8.44260025
3410,60.96026993,69.69784546,0.25,0.11,0.14,-8.737575531
3411,62.10320282,69.41202545,0.25,0.11,0.14,-7.308822632
3412,64.53143311,69.73431396,0.12,0.11,0.01,-5.202880859
3413,65.15616608,72.08334351,0.2,0.11,0.09,-6.927177429
3414,64.37746429,72.28485107,0.29,0.11,0.18,-7.90738678
3415,64.1470871,72.27682495,0.29,0.11,0.18,-8.129737854
3416,67.43906403,72.06417084,0.14,0.11,0.03,-4.625106812
3417,67.62830353,74.57482147,0.2,0.11,0.09,-6.946517944
3418,66.9478302,73.75326538,0.32,0.11,0.21,-6.805435181
3419,67.76474762,74.94226074,0.32,0.11,0.21,-7.177513123
3420,70.48748779,74.86299133,0.2,0.11,0.09,-4.37550354
3421,70.9823761,77.10730743,0.22,0.12,0.1,-6.124931335
3422,70.3115921,77.17524719,0.33,0.11,0.22,-6.86365509
3423,70.70176697,77.28437042,0.33,0.11,0.22,-6.582603455
3424,73.70576477,77.36870575,0.19,0.11,0.08,-3.662940979
3425,73.44481659,79.43731689,0.26,0.16,0.1,-5.992500305
3426,73.54264069,79.61242676,0.33,0.11,0.22,-6.069786072
3427,73.96599579,79.44867706,0.35,0.11,0.24,-5.482681274
3428,76.31697083,79.60654449,0.2,0.11,0.09,-3.289573669
3429,76.50165558,82.15680695,0.26,0.13,0.13,-5.655151367
3430,76.42320251,83.44810486,0.33,0.11,0.22,-7.024902344
3431,76.48668671,83.48387909,0.37,0.11,0.26,-6.997192383
3432,80.17977905,83.17694092,0.19,0.11,0.08,-2.997161865
3433,80.35144043,84.06072998,0.25,0.13,0.12,-3.709289551
3434,79.89746094,84.46259308,0.38,0.11,0.27,-4.565132141
3435,79.90684509,84.66899872,0.78,0.11,0.67,-4.762153625
3436,82.28809357,85.16439056,0.3,0.11,0.19,-2.876296997
3437,82.20319366,86.74787903,0.26,0.15,0.11,-4.544685364
3438,81.96855164,86.73233032,0.39,0.11,0.28,-4.763778687
3439,82.07731628,86.59291077,0.78,0.11,0.67,-4.515594482
3440,81.91959381,86.59477234,0.3,0.11,0.19,-4.675178528
3441,82.25492096,87.48550415,0.26,0.15,0.11,-5.230583191
3442,81.90766144,87.73203278,0.4,0.11,0.29,-5.824371338
3443,81.78036499,87.44754028,0.78,0.11,0.67,-5.667175293
3444,81.83534241,87.47029877,0.3,0.11,0.19,-5.63495636
3445,81.94499207,87.5376358,0.25,0.79,-0.54,-5.592643738
3446,81.89369202,87.5954361,0.39,0.11,0.28,-5.70174408
3447,81.74012756,87.64791107,0.77,0.11,0.66,-5.907783508
3448,82.03663635,87.58732605,0.29,0.11,0.18,-5.550689697
3449,81.95506287,87.64044952,0.25,0.81,-0.56,-5.685386658
3450,81.92034149,87.5851059,0.38,0.11,0.27,-5.664764404
3451,81.70600128,87.64487457,0.77,0.11,0.66,-5.938873291
3452,81.82502747,87.51921082,0.29,0.11,0.18,-5.69418335
3453,81.79092407,87.6329422,0.25,0.8,-0.55,-5.842018127
3454,81.69734192,87.6244278,0.38,0.11,0.27,-5.927085876
3455,81.70596313,88.36190796,0.76,0.11,0.65,-6.655944824
3456,49.08751297,87.60798645,0.11,0.11,0,-38.52047348
3457,50.48400116,67.78147125,0.14,0.41,-0.27,-17.29747009
3458,50.42320251,54.57656097,0.14,0.11,0.03,-4.153358459
3459,51.06017303,54.74124146,0.13,0.11,0.02,-3.68106842
3460,50.3216362,55.77734756,0.15,0.11,0.04,-5.455711365
3461,50.24777985,57.96315384,0.14,0.11,0.03,-7.715373993
3462,51.05230713,55.75293732,0.19,0.11,0.08,-4.700630188
3463,50.0428772,54.85882187,0.13,0.11,0.02,-4.815944672
3464,52.06140518,54.83037567,0.11,0.11,0,-2.76897049
3465,50.65700912,59.63095474,0.15,0.11,0.04,-8.973945618
3466,51.25242233,58.12422562,0.2,0.11,0.09,-6.871803284
3467,50.91823578,58.00190735,0.17,0.11,0.06,-7.08367157
3468,57.23627853,58.60911942,0.12,0.11,0.01,-1.372840881
3469,58.2341156,63.67826843,0.16,0.11,0.05,-5.444152832
3470,58.27584839,63.08001709,0.29,0.11,0.18,-4.804168701
3471,57.61133194,63.04227448,0.29,0.11,0.18,-5.430942535
3472,61.93166351,62.87656021,0.11,0.11,0,-0.944896698
3473,61.93869781,67.39627075,0.16,0.11,0.05,-5.457572937
3474,62.27653503,67.11225891,0.3,0.11,0.19,-4.835723877
3475,61.66477966,67.7721405,0.34,0.11,0.23,-6.10736084
3476,66.10263062,67.30826569,0.15,0.11,0.04,-1.205635071
3477,65.74085999,71.08190918,0.16,0.11,0.05,-5.341049194
3478,66.13798523,71.47572327,0.31,0.11,0.2,-5.337738037
3479,65.0788269,71.56311035,0.38,0.11,0.27,-6.484283447
3480,69.26931763,71.32628632,0.16,0.11,0.05,-2.056968689
3481,69.10080719,75.3471756,0.17,0.11,0.06,-6.246368408
3482,69.2071991,75.25298309,0.32,0.11,0.21,-6.045783997
3483,69.51888275,75.43032837,0.41,0.11,0.3,-5.911445618
3484,71.71005249,75.24285889,0.17,0.11,0.06,-3.532806396
3485,72.42249298,78.2612381,0.17,0.11,0.06,-5.838745117
3486,72.05085754,78.31833649,0.32,0.11,0.21,-6.267478943
3487,72.52142334,78.1104126,0.74,0.11,0.63,-5.588989258
3488,74.25370026,77.87966156,0.17,0.11,0.06,-3.625961304
3489,74.79523468,80.15808868,0.18,0.13,0.05,-5.362854004
3490,73.99565887,79.96517944,0.34,0.11,0.23,-5.969520569
3491,74.39213562,80.15283203,0.75,0.11,0.64,-5.760696411
3492,75.67797852,79.91622162,0.2,0.11,0.09,-4.238243103
3493,76.57467651,80.6579895,0.26,0.14,0.12,-4.083312988
3494,76.59593201,80.27170563,0.35,0.11,0.24,-3.675773621
3495,76.75621033,80.96514893,0.77,0.11,0.66,-4.208938599
3496,77.65058899,80.35346222,0.21,0.11,0.1,-2.70287323
3497,78.95420837,82.65096283,0.27,0.16,0.11,-3.696754456
3498,79.0545578,83.28244019,0.4,0.11,0.29,-4.227882385
3499,79.19864655,82.93943024,0.76,0.11,0.65,-3.740783691
3500,80.94290161,82.76955414,0.21,0.11,0.1,-1.826652527
3501,81.19473267,84.67105103,0.27,0.72,-0.45,-3.476318359
3502,81.29008484,84.23152924,0.4,0.11,0.29,-2.941444397
3503,81.20264435,83.9885788,0.8,0.11,0.69,-2.785934448
3504,83.31956482,84.16559601,0.26,0.11,0.15,-0.846031189
3505,83.65666962,86.20523834,0.28,0.8,-0.52,-2.548568726
3506,83.46000671,86.32454681,0.41,0.11,0.3,-2.8645401
3507,83.23697662,86.6308136,0.8,0.11,0.69,-3.393836975
3508,83.16766357,86.60652161,0.26,0.11,0.15,-3.438858032
3509,83.39061737,86.82637024,0.28,0.79,-0.51,-3.435752869
3510,83.14862061,86.743927,0.4,0.11,0.29,-3.595306396
3511,83.21039581,86.81520081,0.77,0.11,0.66,-3.604804993
3512,83.61567688,86.68955231,0.26,0.11,0.15,-3.073875427
3513,83.60139465,86.17412567,0.28,0.79,-0.51,-2.572731018
3514,83.55097198,86.57777405,0.4,0.11,0.29,-3.026802063
3515,83.21107483,86.69012451,0.77,0.11,0.66,-3.479049683
3516,83.49661255,86.65457153,0.27,0.11,0.16,-3.157958984
3517,83.57962799,86.43920898,0.28,0.79,-0.51,-2.859580994
3518,83.61389923,86.67584991,0.4,0.11,0.29,-3.061950684
3519,83.3720932,86.51638794,0.76,0.11,0.65,-3.144294739
3520,42.44495773,86.21231079,0.11,0.11,0,-43.76735306
3521,45.73915863,62.09792328,0.11,0.4,-0.29,-16.35876465
3522,41.99347687,57.45534897,0.11,0.11,0,-15.4618721
3523,39.93185425,57.99607468,0.11,0.11,0,-18.06422043
3524,38.94652176,58.79685211,0.11,0.11,0,-19.85033035
3525,45.51546097,60.26143265,0.11,0.11,0,-14.74597168
3526,43.85720062,58.90336609,0.11,0.11,0,-15.04616547
3527,44.98878479,56.32227707,0.11,0.11,0,-11.33349228
3528,49.23825836,58.89281082,0.11,0.11,0,-9.65455246
3529,46.90840912,63.05371475,0.11,0.11,0,-16.14530563
3530,45.06578827,62.63101959,0.11,0.11,0,-17.56523132
3531,43.71025848,61.97455215,0.11,0.11,0,-18.26429367
3532,51.49001312,62.70952225,0.11,0.11,0,-11.21950912
3533,51.60202789,66.87691498,0.15,0.11,0.04,-15.27488708
3534,51.74589157,66.67705536,0.13,0.11,0.02,-14.93116379
3535,51.53142929,66.89780426,0.16,0.11,0.05,-15.36637497
3536,56.32971573,66.92098999,0.11,0.11,0,-10.59127426
3537,56.79788589,69.62418365,0.17,0.11,0.06,-12.82629776
3538,56.36317062,69.45188904,0.31,0.11,0.2,-13.08871841
3539,55.06419754,69.53501129,0.31,0.11,0.2,-14.47081375
3540,61.3056488,69.61965942,0.15,0.11,0.04,-8.31401062
3541,60.59934998,72.02814484,0.17,0.11,0.06,-11.42879486
3542,60.61959839,72.64198303,0.32,0.11,0.21,-12.02238464
3543,60.95101929,72.49093628,0.43,0.11,0.32,-11.53991699
3544,64.60928345,72.49222565,0.15,0.11,0.04,-7.8829422
3545,63.91976166,75.24339294,0.17,0.11,0.06,-11.32363129
3546,64.34461975,75.10224152,0.33,0.11,0.22,-10.75762177
3547,63.77422714,75.12355804,0.71,0.11,0.6,-11.3493309
3548,67.78340149,74.82407379,0.18,0.11,0.07,-7.040672302
3549,67.75539398,78.16635895,0.26,0.11,0.15,-10.41096497
3550,67.82459259,76.75478363,0.41,0.11,0.3,-8.93019104
3551,67.96761322,77.6400528,0.74,0.11,0.63,-9.672439575
3552,69.91986084,77.65953827,0.2,0.11,0.09,-7.739677429
3553,70.04669189,78.74930573,0.27,0.11,0.16,-8.702613831
3554,70.37107849,78.66487122,0.41,0.11,0.3,-8.293792725
3555,68.69919586,78.49404144,0.74,0.11,0.63,-9.794845581
