,db(lab),db(audi),duration(lab),duration(audi),,
1258,79.17468262,80.21834564,0.79,0.65,0.14,-1.043663025
1259,80.22379303,80.41647339,1,1,0,-0.192680359
1260,81.19264984,81.48675537,0.59,0.58,0.01,-0.29410553
1261,80.94703674,82.16667175,0.77,0.6,0.17,-1.21963501
1262,81.0280838,82.05917358,0.81,0.7,0.11,-1.031089783
1263,80.76682281,81.71490479,1,1,0,-0.94808197
1264,81.43082428,83.43652344,0.62,0.6,0.02,-2.005699158
1265,81.09441376,83.1491394,0.76,0.64,0.12,-2.054725647
1266,81.05602264,83.58931732,0.81,0.73,0.08,-2.533294678
1267,81.04560089,82.96052551,1,1,0,-1.914924622
1268,80.54251862,83.2467041,0.64,0.61,0.03,-2.704185486
1269,80.79701996,83.55062103,0.67,0.64,0.03,-2.753601074
1270,80.80410004,83.15596771,0.8,0.74,0.06,-2.351867676
1271,80.95825958,83.21553802,1,1,0,-2.257278442
1272,81.90479279,83.38475037,0.65,0.61,0.04,-1.479957581
1273,82.65046692,83.19602966,0.76,0.64,0.12,-0.545562744
1274,82.71603394,83.43016815,0.83,0.75,0.08,-0.714134216
1275,82.82989502,83.52500153,1,1,0,-0.695106506
1276,82.81092072,82.90345764,0.62,0.59,0.03,-0.092536926
1277,82.70728302,83.45885468,0.78,0.62,0.16,-0.751571655
1278,81.45599365,83.47910309,0.82,0.74,0.08,-2.023109436
1279,82.81164551,83.07347107,1,1,0,-0.261825562
1280,58.16899109,55.66075516,0.11,0.12,-0.01,2.508235931
1281,56.92676544,48.00462341,0.16,0.11,0.05,8.922142029
1282,57.25110626,45.84700394,0.11,0.11,0,11.40410233
1283,56.80292892,41.96824646,0.26,0.11,0.15,14.83468246
1284,55.40436172,60.1279068,0.11,0.16,-0.05,-4.723545074
1285,58.06371307,43.50467682,0.14,0.11,0.03,14.55903625
1286,56.17336273,42.3511734,0.17,0.11,0.06,13.82218933
1287,57.40195465,37.69541931,0.26,0.11,0.15,19.70653534
1288,58.9563179,62.27585602,0.13,0.19,-0.06,-3.319538116
1289,61.07447052,57.34725189,0.18,0.21,-0.03,3.727218628
1290,60.43299866,58.20635223,0.3,0.39,-0.09,2.226646423
1291,60.34278107,58.0711441,0.31,0.43,-0.12,2.271636963
1292,63.1404953,65.33790588,0.14,0.26,-0.12,-2.197410583
1293,63.79735565,64.74519348,0.19,0.31,-0.12,-0.94783783
1294,63.05903625,64.5058136,0.37,0.47,-0.1,-1.446777344
1295,64.32720947,65.24531555,0.71,0.8,-0.09,-0.918106079
1296,67.56481934,68.61743927,0.19,0.3,-0.11,-1.052619934
1297,66.87543488,68.76435852,0.26,0.36,-0.1,-1.888923645
1298,66.14808655,68.66020203,0.38,0.52,-0.14,-2.512115479
1299,66.74172974,68.58039856,0.79,0.85,-0.06,-1.838668823
1300,69.19032288,72.11128998,0.22,0.32,-0.1,-2.920967102
1301,69.81285095,71.69142151,0.3,0.38,-0.08,-1.878570557
1302,68.83026886,72.02288818,0.46,0.54,-0.08,-3.192619324
1303,69.24682617,71.69699097,0.86,0.9,-0.04,-2.450164795
1304,71.61573792,74.44389343,0.27,0.35,-0.08,-2.828155518
1305,72.48218536,74.36668396,0.34,0.42,-0.08,-1.884498596
1306,72.43425751,74.30661011,0.51,0.57,-0.06,-1.8723526
1307,72.33262634,74.30939484,0.85,0.94,-0.09,-1.976768494
1308,74.32379913,76.83586121,0.49,0.39,0.1,-2.512062073
1309,75.2102356,76.72989655,0.39,0.46,-0.07,-1.51966095
1310,75.14654541,76.68034363,0.53,0.62,-0.09,-1.533798218
1311,75.10455322,77.04193878,0.86,0.97,-0.11,-1.937385559
1312,76.06855011,78.51918793,0.3,0.43,-0.13,-2.450637817
1313,75.69295502,78.77025604,0.48,0.49,-0.01,-3.077301025
1314,75.73336792,78.74287415,0.53,0.63,-0.1,-3.009506226
1315,75.97463989,78.92353821,0.87,0.99,-0.12,-2.948898315
1316,77.63041687,81.70562744,0.53,0.49,0.04,-4.075210571
1317,77.82215881,81.25925446,0.48,0.53,-0.05,-3.437095642
1318,77.82900238,81.54524231,0.53,0.68,-0.15,-3.716239929
1319,78.77648926,81.63765717,0.88,1,-0.12,-2.861167908
1320,80.74988556,83.59075928,0.45,0.49,-0.04,-2.840873718
1321,81.30130005,83.27540588,0.46,0.63,-0.17,-1.974105835
1322,82.02739716,82.9892807,0.64,0.71,-0.07,-0.961883545
1323,81.69514465,83.14651489,1,1,0,-1.451370239
1324,82.88066864,84.35306549,0.54,0.63,-0.09,-1.472396851
1325,83.05237579,84.17286682,0.49,0.64,-0.15,-1.120491028
1326,82.88686371,84.36166382,0.73,0.75,-0.02,-1.47480011
1327,82.84484863,84.614151,1,1,0,-1.769302368
1328,82.98396301,85.85690308,0.46,0.67,-0.21,-2.872940063
1329,83.02046967,86.21096802,0.54,0.7,-0.16,-3.190498352
1330,82.99278259,86.15261078,0.73,0.78,-0.05,-3.159828186
1331,83.00492859,86.0594635,1,1,0,-3.054534912
1332,82.90338135,86.03205872,0.48,0.67,-0.19,-3.128677368
1333,82.92936707,86.21530151,0.54,0.75,-0.21,-3.285934448
1334,82.9733429,85.78593445,0.73,0.79,-0.06,-2.812591553
1335,82.95498657,85.74724579,1,1,0,-2.792259216
1336,82.78851318,85.93412781,0.54,0.69,-0.15,-3.145614624
1337,83.04537964,85.84321594,0.54,0.7,-0.16,-2.797836304
1338,82.95220947,86.14651489,0.68,0.78,-0.1,-3.19430542
1339,82.95024109,86.11279297,1,1,0,-3.16255188
1340,82.89684296,85.78386688,0.57,0.68,-0.11,-2.887023926
1341,83.02237701,85.90796661,0.54,0.7,-0.16,-2.8855896
1342,83.21598816,85.83230591,0.74,0.77,-0.03,-2.616317749
1343,83.13228607,85.79146576,1,1,0,-2.659179688
1344,56.76144409,59.62641144,0.13,0.19,-0.06,-2.864967346
1345,53.37763596,58.53536606,0.17,0.21,-0.04,-5.157730103
1346,53.39464569,56.36071777,0.28,0.38,-0.1,-2.966072083
1347,53.31956863,55.50914001,0.26,0.66,-0.4,-2.189571381
1348,54.95679855,59.33275223,0.11,0.17,-0.06,-4.375953674
1349,52.82472229,58.26745987,0.15,0.23,-0.08,-5.442737579
1350,53.63673401,57.39256668,0.25,0.4,-0.15,-3.755832672
1351,53.43251801,57.20482254,0.27,0.73,-0.46,-3.772304535
1352,56.79838181,63.04843903,0.13,0.2,-0.07,-6.25005722
1353,56.96270752,63.50904846,0.18,0.25,-0.07,-6.546340942
1354,56.81549835,63.08889771,0.33,0.42,-0.09,-6.273399353
1355,56.01599503,63.4621315,0.62,0.79,-0.17,-7.446136475
1356,60.12841034,66.87631226,0.14,0.18,-0.04,-6.747901917
1357,60.38936234,68.45812225,0.21,0.27,-0.06,-8.068759918
1358,60.9016571,68.16740417,0.36,0.44,-0.08,-7.26574707
1359,60.09995651,68.09402466,0.72,0.83,-0.11,-7.994068146
1360,62.92230225,69.75466919,0.18,0.23,-0.05,-6.832366943
1361,63.34627533,71.44369507,0.22,0.33,-0.11,-8.097419739
1362,62.98946762,71.20554352,0.36,0.46,-0.1,-8.216075897
1363,65.80270386,71.50489044,0.73,0.85,-0.12,-5.702186584
1364,66.23677063,73.89757538,0.32,0.29,0.03,-7.660804749
1365,66.30378723,74.66424561,0.29,0.38,-0.09,-8.360458374
1366,66.64651489,74.4486084,0.43,0.52,-0.09,-7.802093506
1367,67.85421753,74.43196106,0.81,0.86,-0.05,-6.57774353
1368,68.41009521,77.12060547,0.33,0.33,0,-8.710510254
1369,69.03927612,76.86235809,0.39,0.44,-0.05,-7.82308197
1370,68.81995392,77.0148468,0.47,0.57,-0.1,-8.194892883
1371,70.44676208,76.97877502,0.83,0.11,0.72,-6.532012939
1372,71.55379486,76.97877502,0.38,1,-0.62,-5.424980164
1373,70.79548645,78.02441406,0.44,0.11,0.33,-7.228927612
1374,71.53323364,78.20605469,0.48,0.11,0.37,-6.672821045
1375,73.80570984,78.05583954,0.9,0.11,0.79,-4.2501297
1376,73.3547287,78.26251984,0.39,0.11,0.28,-4.907791138
1377,74.58772278,79.78070068,0.47,0.11,0.36,-5.192977905
1378,73.5043335,79.98223877,0.56,0.11,0.45,-6.477905273
1379,76.35325623,79.9397049,0.93,0.11,0.82,-3.586448669
1380,76.38868713,80.14546204,0.47,0.11,0.36,-3.756774902
1381,75.63929749,81.6047821,0.48,0.13,0.35,-5.965484619
1382,76.21501923,81.63179016,0.62,0.11,0.51,-5.416770935
1383,77.98819733,81.64393616,1,0.11,0.89,-3.655738831
1384,78.37397003,81.96500397,0.47,0.11,0.36,-3.591033936
1385,78.18212891,83.40084839,0.52,0.72,-0.2,-5.218719482
1386,78.03351593,83.24963379,0.66,0.11,0.55,-5.216117859
1387,80.67762756,83.63920593,1,0.11,0.89,-2.961578369
1388,80.49099731,83.40830994,0.61,0.11,0.5,-2.917312622
1389,80.93458557,84.01708221,0.62,0.75,-0.13,-3.082496643
1390,80.40481567,84.69771576,0.76,0.11,0.65,-4.292900085
1391,81.53639984,84.20811462,1,0.11,0.89,-2.671714783
1392,80.43688202,84.29732513,0.61,0.11,0.5,-3.860443115
1393,80.59734344,85.99139404,0.64,0.78,-0.14,-5.394050598
1394,80.38446045,85.5893631,0.77,0.11,0.66,-5.204902649
1395,80.59576416,85.93081665,1,0.11,0.89,-5.33505249
1396,80.36675262,85.86094666,0.64,0.11,0.53,-5.494194031
1397,80.38454437,85.90391541,0.64,0.79,-0.15,-5.519371033
1398,80.51500702,85.58779907,0.77,0.11,0.66,-5.072792053
1399,80.41204834,85.74691772,1,0.11,0.89,-5.334869385
1400,80.41793823,85.7880249,0.59,0.11,0.48,-5.37008667
1401,80.30856323,85.57702637,0.64,0.79,-0.15,-5.268463135
1402,80.40937042,85.73100281,0.79,0.11,0.68,-5.321632385
1403,80.37381744,85.64796448,1,0.11,0.89,-5.274147034
1404,80.31611633,85.46054077,0.61,0.11,0.5,-5.144424438
1405,80.33378601,86.01164246,0.64,0.79,-0.15,-5.677856445
1406,80.42378235,85.74501801,0.77,0.11,0.66,-5.321235657
1407,78.99263,85.60695648,1,0.11,0.89,-6.614326477
1408,54.2239151,85.98235321,0.12,0.11,0.01,-31.75843811
1409,51.9214859,64.10780334,0.11,0.27,-0.16,-12.18631744
1410,50.63202667,46.94074631,0.11,0.11,0,3.691280365
1411,49.894104,46.76716232,0.11,0.11,0,3.126941681
1412,49.76067352,41.98186874,0.11,0.11,0,7.778804779
1413,53.6361084,60.96076584,0.11,0.11,0,-7.32465744
1414,50.76254654,41.35546112,0.14,0.11,0.03,9.407085419
1415,49.41278458,45.75382996,0.11,0.11,0,3.65895462
1416,56.10325241,42.81002808,0.13,0.11,0.02,13.29322433
1417,55.69260406,62.76871872,0.23,0.11,0.12,-7.076114655
1418,55.54124451,60.45157242,0.34,0.11,0.23,-4.910327911
1419,55.15830612,62.25949478,0.58,0.11,0.47,-7.10118866
1420,60.0723381,61.64476013,0.17,0.11,0.06,-1.572422028
1421,59.71723557,67.46625519,0.25,0.11,0.14,-7.749019623
1422,59.48177338,68.78764343,0.37,0.11,0.26,-9.305870056
1423,62.26107025,68.88530731,0.76,0.11,0.65,-6.624237061
1424,64.50119019,69.08345032,0.16,0.11,0.05,-4.582260132
1425,62.99425125,70.73041534,0.23,0.11,0.12,-7.736164093
1426,63.02602386,71.53055573,0.43,0.11,0.32,-8.50453186
1427,65.05375671,71.57821655,0.79,0.11,0.68,-6.524459839
1428,64.9431839,71.65800476,0.25,0.11,0.14,-6.714820862
1429,65.25242615,72.89793396,0.42,0.11,0.31,-7.645507813
1430,65.81625366,74.29402161,0.43,0.11,0.32,-8.477767944
1431,67.75563049,74.23769379,0.85,0.11,0.74,-6.482063293
1432,67.48886108,74.27623749,0.32,0.11,0.21,-6.787376404
1433,67.8560257,76.8633728,0.41,0.11,0.3,-9.007347107
1434,67.80977631,76.85205841,0.46,0.11,0.35,-9.042282104
1435,70.08386993,77.11284637,0.91,0.11,0.8,-7.02897644
1436,69.53701782,76.90988159,0.37,0.11,0.26,-7.37286377
1437,69.92281342,78.64697266,0.43,0.11,0.32,-8.724159241
1438,69.67649841,78.7696991,0.54,0.11,0.43,-9.093200684
1439,72.487854,78.894104,0.96,0.11,0.85,-6.40625
1440,71.2305603,78.90048218,0.39,0.11,0.28,-7.669921875
1441,71.72960663,80.72099304,0.47,0.11,0.36,-8.991386414
1442,72.41062927,80.95139313,0.58,0.11,0.47,-8.540763855
1443,73.45633698,80.95278168,0.93,0.11,0.82,-7.496444702
1444,72.33833313,81.05017853,0.39,0.11,0.28,-8.711845398
1445,73.16909027,82.96431732,0.42,0.11,0.31,-9.795227051
1446,73.14295959,82.99760437,0.54,0.11,0.43,-9.854644775
1447,77.23291016,82.94867706,0.95,0.11,0.84,-5.715766907
1448,76.90283203,83.15603638,0.46,0.11,0.35,-6.253204346
1449,76.97270203,84.95948029,0.53,0.16,0.37,-7.986778259
1450,76.85028839,85.12004852,0.58,0.11,0.47,-8.269760132
1451,79.68100739,85.25435638,1,0.11,0.89,-5.573348999
1452,78.63559723,85.25130463,0.53,0.11,0.42,-6.615707397
1453,78.45652771,86.26288605,0.63,0.76,-0.13,-7.806358337
1454,78.26455688,86.62586975,0.74,0.11,0.63,-8.361312866
1455,78.49712372,86.62635803,1,0.11,0.89,-8.129234314
1456,78.06296539,86.79876709,0.63,0.11,0.52,-8.735801697
1457,78.14557648,88.1570282,0.56,0.83,-0.27,-10.01145172
1458,78.21248627,87.99581909,0.71,0.11,0.6,-9.783332825
1459,78.2244339,88.18383789,1,0.11,0.89,-9.959403992
1460,78.54151917,87.87847137,0.57,0.11,0.46,-9.336952209
1461,78.2175293,88.27619934,0.59,0.82,-0.23,-10.05867004
1462,78.2328186,88.29403687,0.7,0.11,0.59,-10.06121826
1463,78.27858734,88.18341064,1,0.11,0.89,-9.904823303
1464,78.22440338,87.9945755,0.62,0.11,0.51,-9.770172119
1465,78.33926392,88.22631836,0.59,0.81,-0.22,-9.887054443
1466,78.2011795,87.87697601,0.7,0.11,0.59,-9.675796509
1467,78.45005035,87.95763397,1,0.11,0.89,-9.507583618
1468,78.23777771,87.80620575,0.53,0.11,0.42,-9.56842804
1469,78.31639862,87.990242,0.65,0.82,-0.17,-9.673843384
1470,78.26721191,88.06721497,0.71,0.11,0.6,-9.800003052
1471,78.4490509,88.16074371,1,0.11,0.89,-9.71169281
1472,56.27775192,88.08763885,0.11,0.11,0,-31.80988693
1473,56.35173798,67.97608948,0.16,0.34,-0.18,-11.6243515
1474,54.44644165,54.30163193,0.27,0.11,0.16,0.144809723
1475,55.65354156,54.76943207,0.27,0.11,0.16,0.884109497
1476,57.7536087,54.62651443,0.12,0.11,0.01,3.127094269
1477,55.84653854,59.37516403,0.15,0.11,0.04,-3.528625488
1478,55.3902626,55.84601593,0.25,0.11,0.14,-0.455753326
1479,55.41786194,54.45757294,0.26,0.12,0.14,0.960289001
1480,61.64473343,57.0621109,0.15,0.97,-0.82,4.582622528
1481,61.2510376,63.24079895,0.27,0.11,0.16,-1.989761353
1482,60.55179596,61.23466873,0.33,0.11,0.22,-0.682872772
1483,60.3524971,61.3807373,0.65,0.11,0.54,-1.028240204
1484,65.25861359,60.26390076,0.2,0.11,0.09,4.99471283
1485,65.50350189,66.62064362,0.39,0.11,0.28,-1.117141724
1486,64.6368866,65.66879272,0.47,0.11,0.36,-1.031906128
1487,65.02131653,65.76379395,0.74,0.11,0.63,-0.742477417
1488,67.4497757,65.76339722,0.26,0.11,0.15,1.686378479
1489,67.76083374,68.39396667,0.39,0.11,0.28,-0.633132935
1490,67.56809235,69.03677368,0.5,0.11,0.39,-1.468681335
1491,67.69281006,69.06073761,0.79,0.11,0.68,-1.367927551
1492,69.26585388,68.86624146,0.31,0.11,0.2,0.399612427
1493,70.41638184,71.42037964,0.41,0.11,0.3,-1.003997803
1494,70.24650574,71.34544373,0.52,0.11,0.41,-1.098937988
1495,70.11524963,71.53945923,0.82,0.11,0.71,-1.424209595
1496,72.29563141,71.54200745,0.38,0.11,0.27,0.753623962
1497,73.10909271,73.79251099,0.46,0.11,0.35,-0.683418274
1498,72.42099762,74.01154327,0.53,0.11,0.42,-1.590545654
1499,72.16309357,74.09880066,0.84,0.11,0.73,-1.935707092
1500,73.93783569,73.82263184,0.38,0.11,0.27,0.115203857
1501,74.84793091,76.1137085,0.45,0.11,0.34,-1.265777588
1502,75.25521851,76.06630707,0.55,0.11,0.44,-0.811088562
1503,74.67002106,76.09609985,0.85,0.11,0.74,-1.426078796
1504,75.97615051,75.79921722,0.41,0.11,0.3,0.176933289
1505,76.24499512,77.73608398,0.48,0.11,0.37,-1.491088867
1506,76.41738129,77.95832062,0.61,0.11,0.5,-1.540939331
1507,75.93930054,77.99607849,0.84,0.11,0.73,-2.056777954
1508,78.24251556,77.80667114,0.48,0.11,0.37,0.435844421
1509,79.42797089,78.63948059,0.57,0.11,0.46,0.788490295
1510,79.47982025,79.08390045,0.71,0.11,0.6,0.3959198
1511,78.7345047,79.29074097,0.95,0.11,0.84,-0.556236267
1512,80.536026,79.19257355,0.51,0.11,0.4,1.343452454
1513,80.71917725,80.94218445,0.57,0.14,0.43,-0.223007202
1514,80.85808563,80.96426392,0.74,0.11,0.63,-0.106178284
1515,80.70529938,81.40483093,1,0.11,0.89,-0.699531555
1516,82.8523941,81.28646851,0.58,0.11,0.47,1.565925598
1517,82.9746933,82.79255676,0.67,0.16,0.51,0.182136536
1518,82.89808655,83.52166748,0.84,0.11,0.73,-0.623580933
1519,83.22742462,83.3102417,1,0.11,0.89,-0.082817078
1520,83.03240967,83.2428894,0.62,0.11,0.51,-0.210479736
1521,82.95838928,84.26681519,0.67,0.19,0.48,-1.308425903
1522,82.89502716,84.56620789,0.84,0.11,0.73,-1.671180725
1523,82.96427155,84.74108124,1,0.11,0.89,-1.776809692
1524,82.81576538,84.78614807,0.62,0.11,0.51,-1.97038269
1525,82.92321014,84.71836853,0.64,0.19,0.45,-1.795158386
1526,83.23526001,84.39897919,0.84,0.11,0.73,-1.163719177
1527,82.84885406,84.70767975,1,0.11,0.89,-1.858825684
1528,82.94860077,84.67824554,0.62,0.11,0.51,-1.729644775
1529,82.79441071,84.54284668,0.64,0.83,-0.19,-1.748435974
1530,82.90645599,84.72338104,0.84,0.11,0.73,-1.816925049
1531,82.91191101,84.61077881,1,0.11,0.89,-1.698867798
1532,82.97494507,84.71583557,0.59,0.11,0.48,-1.740890503
1533,82.87853241,84.79564667,0.67,0.83,-0.16,-1.917114258
1534,82.93165588,84.35360718,0.83,0.11,0.72,-1.421951294
1535,82.81845856,84.38917542,1,0.11,0.89,-1.570716858
1536,54.62503433,84.91581726,0.11,0.11,0,-30.29078293
1537,50.5929451,66.22881317,0.11,0.31,-0.2,-15.63586807
1538,48.08565521,53.94176865,0.11,0.11,0,-5.856113434
1539,48.4755249,51.92980576,0.11,0.11,0,-3.454280853
1540,50.6619873,50.64017487,0.11,0.11,0,0.021812439
1541,49.08672714,60.30316925,0.11,0.11,0,-11.21644211
1542,46.85200119,51.7542038,0.11,0.11,0,-4.902202606
1543,47.66859055,51.74309158,0.11,0.11,0,-4.074501038
1544,53.98166275,50.90881729,0.14,0.11,0.03,3.072845459
1545,54.64239883,62.09877014,0.15,0.11,0.04,-7.456371307
1546,53.96632385,58.48274994,0.3,0.11,0.19,-4.516426086
1547,54.49675751,60.7804184,0.47,0.11,0.36,-6.283660889
1548,58.35930634,60.36105347,0.14,0.11,0.03,-2.001747131
1549,56.96464157,65.49047852,0.23,0.11,0.12,-8.525836945
1550,57.41800308,65.88798523,0.37,0.11,0.26,-8.469982147
1551,57.29384232,66.02903748,0.67,0.11,0.56,-8.73519516
1552,60.14775848,66.29949951,0.14,0.11,0.03,-6.151741028
1553,61.01042557,69.77549744,0.24,0.11,0.13,-8.765071869
1554,61.72449493,69.7571106,0.39,0.11,0.28,-8.032615662
1555,64.58525085,70.01858521,0.71,0.11,0.6,-5.433334351
1556,64.26554108,69.74226379,0.22,0.11,0.11,-5.476722717
1557,64.03126526,72.99633026,0.24,0.11,0.13,-8.965065002
1558,64.95362091,73.00040436,0.42,0.11,0.31,-8.046783447
1559,67.70243835,73.26403809,0.75,0.11,0.64,-5.561599731
1560,67.09719849,73.19960022,0.22,0.11,0.11,-6.102401733
1561,67.37425232,75.11273956,0.32,0.11,0.21,-7.738487244
1562,67.25875092,75.17169952,0.43,0.11,0.32,-7.912948608
1563,67.12806702,75.26351929,0.76,0.11,0.65,-8.135452271
1564,69.64800262,75.3415451,0.21,0.11,0.1,-5.69354248
1565,69.86737061,77.56580353,0.47,0.11,0.36,-7.698432922
1566,69.65274048,75.46936035,0.6,0.11,0.49,-5.816619873
1567,71.75175476,75.44837189,0.78,0.11,0.67,-3.696617126
1568,71.42054749,75.68305206,0.44,0.11,0.33,-4.262504578
1569,71.12677765,77.60374451,0.5,0.12,0.38,-6.476966858
1570,71.51406097,77.57289886,0.61,0.11,0.5,-6.058837891
1571,73.26721191,77.6313324,0.8,0.11,0.69,-4.364120483
1572,73.76429749,77.66743469,0.45,0.11,0.34,-3.903137207
1573,72.78595734,79.76450348,0.51,0.14,0.37,-6.978546143
1574,73.05004883,79.9234848,0.62,0.11,0.51,-6.873435974
1575,76.89723969,80.31756592,0.83,0.11,0.72,-3.420326233
1576,77.01152039,80.03860474,0.49,0.11,0.38,-3.027084351
1577,77.56050873,82.19063568,0.53,0.76,-0.23,-4.630126953
1578,76.98165894,82.65771484,0.66,0.11,0.55,-5.676055908
1579,78.91209412,83.04134369,1,0.11,0.89,-4.129249573
1580,78.92041016,83.03092194,0.5,0.11,0.39,-4.11051178
1581,78.85483551,83.65611267,0.55,0.8,-0.25,-4.801277161
1582,78.52928925,84.32897949,0.7,0.11,0.59,-5.799690247
1583,78.25499725,84.59815979,1,0.11,0.89,-6.343162537
1584,78.75058746,84.60510254,0.5,0.11,0.39,-5.854515076
1585,78.47705078,85.0562973,0.55,0.81,-0.26,-6.579246521
1586,78.60534668,85.60688019,0.7,0.11,0.59,-7.001533508
1587,78.38595581,85.3457489,1,0.11,0.89,-6.959793091
1588,78.40492249,85.76329041,0.5,0.11,0.39,-7.35836792
1589,78.45603943,84.62874603,0.55,0.81,-0.26,-6.172706604
1590,78.44891357,86.00805664,0.71,0.11,0.6,-7.559143066
1591,78.3602066,85.8787384,1,0.11,0.89,-7.518531799
1592,78.7100296,86.36383057,0.5,0.11,0.39,-7.653800964
1593,78.46713257,84.66853333,0.56,0.82,-0.26,-6.201400757
1594,78.39511108,84.98831177,0.7,0.11,0.59,-6.593200684
1595,78.39820099,85.3792038,1,0.11,0.89,-6.981002808
1596,78.60580444,85.17034912,0.5,0.11,0.39,-6.564544678
1597,78.37848663,84.81600952,0.55,0.82,-0.27,-6.437522888
1598,78.45230865,85.00064087,0.71,0.11,0.6,-6.548332214
1599,78.39654541,85.58721924,0.96,0.11,0.85,-7.190673828
1600,49.64823151,85.4720459,0.11,0.11,0,-35.82381439
1601,50.75197983,64.7986145,0.11,0.27,-0.16,-14.04663467
1602,49.67282867,52.81370544,0.11,0.11,0,-3.14087677
1603,49.63531876,53.3381691,0.11,0.11,0,-3.702850342
1604,52.62645721,47.35775375,0.11,0.11,0,5.268703461
1605,50.21703339,55.59292984,0.11,0.11,0,-5.375896454
1606,48.88027573,52.70049286,0.11,0.11,0,-3.820217133
1607,49.25986481,50.3408432,0.11,0.11,0,-1.080978394
1608,53.01947403,52.12266541,0.11,0.11,0,0.896808624
1609,53.57546997,59.98106766,0.15,0.11,0.04,-6.405597687
1610,54.16543961,59.02649689,0.15,0.11,0.04,-4.861057281
1611,59.02045441,58.21783829,0.15,0.11,0.04,0.802616119
1612,58.52318573,59.16077423,0.16,0.11,0.05,-0.637588501
1613,58.84763718,63.37518311,0.18,0.11,0.07,-4.527545929
1614,57.71592331,64.12302399,0.33,0.11,0.22,-6.407100677
1615,62.1508255,63.45050049,0.4,0.11,0.29,-1.299674988
1616,61.93829346,63.86611938,0.19,0.11,0.08,-1.927825928
1617,62.01637268,66.47518921,0.25,0.11,0.14,-4.458816528
1618,61.84673691,66.29781342,0.38,0.11,0.27,-4.451076508
1619,65.79296875,66.34435272,0.48,0.11,0.37,-0.551383972
1620,64.53586578,65.9726944,0.2,0.11,0.09,-1.436828613
1621,65.0798645,69.53796387,0.27,0.11,0.16,-4.458099365
1622,64.11325073,69.53598022,0.41,0.11,0.3,-5.422729492
1623,66.18821716,69.16272736,0.65,0.11,0.54,-2.974510193
1624,66.3973465,69.48691559,0.2,0.11,0.09,-3.089569092
1625,66.41166687,72.29212952,0.29,0.11,0.18,-5.880462646
1626,64.51135254,72.16603088,0.43,0.11,0.32,-7.654678345
1627,67.94219208,72.19706726,0.78,0.11,0.67,-4.254875183
1628,69.02147675,71.88208008,0.22,0.11,0.11,-2.860603333
1629,69.28718567,75.27514648,0.31,0.11,0.2,-5.987960815
1630,69.10322571,75.097435,0.46,0.11,0.35,-5.99420929
1631,69.28783417,75.3656311,0.8,0.11,0.69,-6.077796936
1632,70.40534973,75.60752869,0.27,0.11,0.16,-5.202178955
1633,68.64518738,77.80686951,0.42,0.11,0.31,-9.161682129
1634,69.78207397,77.80297852,0.45,0.11,0.34,-8.020904541
1635,72.56268311,77.61547852,0.8,0.11,0.69,-5.05279541
1636,71.77993774,77.59240723,0.31,0.11,0.2,-5.812469482
1637,72.70056152,79.64363861,0.42,0.12,0.3,-6.943077087
1638,73.08326721,79.88896942,0.48,0.11,0.37,-6.805702209
1639,75.11155701,79.94024658,0.82,0.11,0.71,-4.828689575
1640,75.33315277,79.86325836,0.4,0.11,0.29,-4.530105591
1641,75.41747284,81.99572754,0.41,0.13,0.28,-6.5782547
1642,75.29330444,82.09394836,0.49,0.11,0.38,-6.800643921
1643,76.95709229,82.28919983,0.84,0.11,0.73,-5.332107544
1644,77.76280975,82.44212341,0.38,0.11,0.27,-4.67931366
1645,77.94906616,84.14496613,0.45,0.16,0.29,-6.195899963
1646,77.09327698,83.94415283,0.53,0.11,0.42,-6.850875854
1647,76.47570038,83.66239166,0.89,0.11,0.78,-7.186691284
1648,76.10101318,83.69044495,0.42,0.11,0.31,-7.589431763
1649,77.59718323,85.60906982,0.45,0.85,-0.4,-8.011886597
1650,77.73033142,85.58097076,0.53,0.11,0.42,-7.850639343
1651,77.64876556,86.05949402,0.87,0.11,0.76,-8.410728455
1652,77.62858582,85.78611755,0.42,0.11,0.31,-8.157531738
1653,77.4359436,86.1417923,0.42,0.86,-0.44,-8.705848694
1654,77.56982422,85.67216492,0.53,0.11,0.42,-8.102340698
1655,77.67401123,85.86670685,0.87,0.11,0.76,-8.192695618
1656,77.64556122,85.77646637,0.41,0.11,0.3,-8.130905151
1657,77.43933105,85.74505615,0.46,0.85,-0.39,-8.305725098
1658,77.45960236,85.77583313,0.53,0.11,0.42,-8.316230774
1659,77.66876984,86.1352005,0.88,0.11,0.77,-8.466430664
1660,77.4488678,86.02235413,0.42,0.11,0.31,-8.573486328
1661,77.4355545,85.88716125,0.46,0.87,-0.41,-8.45160675
1662,77.45872498,85.92304993,0.5,0.11,0.39,-8.464324951
1663,76.1650238,86.08158875,0.87,0.11,0.76,-9.916564941
1664,56.80356598,85.77264404,0.13,0.11,0.02,-28.96907806
1665,57.27648544,62.65250778,0.14,0.3,-0.16,-5.376022339
1666,55.5840683,54.29169464,0.12,0.11,0.01,1.292373657
1667,56.81135559,53.74056625,0.16,0.11,0.05,3.070789337
1668,54.66275024,54.03839111,0.12,0.11,0.01,0.624359131
1669,55.31175232,54.49025726,0.12,0.11,0.01,0.821495056
1670,55.84461975,53.31847382,0.14,0.11,0.03,2.526145935
1671,55.33065796,51.6019516,0.16,0.11,0.05,3.72870636
